
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
347,173,5541.54150,-1511,FFFFFA19,1519.92553
349,174,5573.57373,-1510,FFFFFA1A,1518.96203
351,175,5605.60546,-1511,FFFFFA19,1500.65734
353,176,5637.63769,-1512,FFFFFA18,1561.17590
355,177,5669.66943,-1512,FFFFFA18,1542.72070
357,178,5701.70166,-1512,FFFFFA18,1516.59814
359,179,5733.73388,-1513,FFFFFA17,1513.36767
361,180,5765.76562,-1513,FFFFFA17,1503.20727
363,181,5797.79785,-1513,FFFFFA17,1499.10144
365,182,5829.82958,-1513,FFFFFA17,1494.08703
367,183,5861.86181,-1513,FFFFFA17,1525.35217
369,184,5893.89404,-1514,FFFFFA16,1549.26159
371,185,5925.92578,-1513,FFFFFA17,1538.64880
373,186,5957.95800,-1513,FFFFFA17,1536.43737
375,187,5989.98974,-1513,FFFFFA17,1528.52648
377,188,6022.02197,-1513,FFFFFA17,1509.65209
379,189,6054.05419,-1513,FFFFFA17,1514.23718
381,190,6086.08593,-1513,FFFFFA17,1539.21472
383,191,6118.11816,-1513,FFFFFA17,1571.71179
385,192,6150.15039,-1513,FFFFFA17,1525.76391
387,193,6182.18212,-1513,FFFFFA17,1518.54724
389,194,6214.21435,-1514,FFFFFA16,1488.88232
391,195,6246.24609,-1514,FFFFFA16,1550.75268
393,196,6278.27832,-1513,FFFFFA17,1544.23242
395,197,6310.31054,-1512,FFFFFA18,1543.91857
397,198,6342.34228,-1512,FFFFFA18,1564.51098
399,199,6374.37451,-1512,FFFFFA18,1539.28027
401,200,6406.40625,-1513,FFFFFA17,1540.19091
403,201,6438.43847,-1513,FFFFFA17,1511.52258
405,202,6470.47070,-1513,FFFFFA17,1487.39953
407,203,6502.50244,-1513,FFFFFA17,1515.44653
409,204,6534.53466,-1513,FFFFFA17,1536.89294
411,205,6566.56640,-1513,FFFFFA17,1547.49768
413,206,6598.59863,-1513,FFFFFA17,1523.79504
415,207,6630.63085,-1513,FFFFFA17,1497.16674
417,208,6662.66259,-1514,FFFFFA16,1479.02368
419,209,6694.69482,-1515,FFFFFA15,1525.32177
421,210,6726.72656,-1514,FFFFFA16,1531.78906
423,211,6758.75878,-1513,FFFFFA17,1530.19250
425,212,6790.79101,-1514,FFFFFA16,1537.68444
427,213,6822.82275,-1513,FFFFFA17,1493.03540
429,214,6854.85498,-1513,FFFFFA17,1514.15747
