

AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
865,432,13837.83789,2919,00000B67,2404.61889
867,433,13869.87011,2923,00000B6B,2087.28369
869,434,13901.90234,2926,00000B6E,1696.58264
871,435,13933.93359,2930,00000B72,1302.88928
873,436,13965.96582,2935,00000B77,997.46826
875,437,13997.99804,2936,00000B78,939.95385
877,438,14030.03027,2940,00000B7C,1215.90490
879,439,14062.06250,2944,00000B80,1603.78479
881,440,14094.09375,2946,00000B82,2008.33801
883,441,14126.12597,2947,00000B83,2334.12768
885,442,14158.15820,2948,00000B84,2574.32006
887,443,14190.19042,2951,00000B87,2711.80102
889,444,14222.22265,2954,00000B8A,2735.50000
891,445,14254.25390,2954,00000B8A,2619.27124
893,446,14286.28613,2956,00000B8C,2396.04418
895,447,14318.31835,2959,00000B8F,2082.73974
897,448,14350.35058,2957,00000B8D,1687.71374
899,449,14382.38281,2955,00000B8B,1288.76782
901,450,14414.41406,2953,00000B89,996.32373
903,451,14446.44628,2951,00000B87,956.79919
905,452,14478.47851,2953,00000B89,1221.73681
907,453,14510.51074,2953,00000B89,1612.60705
909,454,14542.54296,2949,00000B85,2008.72583
911,455,14574.57421,2947,00000B83,2319.39257
913,456,14606.60644,2945,00000B81,2573.32348
915,457,14638.63867,2942,00000B7E,2714.16503
917,458,14670.67089,2939,00000B7B,2715.55957
919,459,14702.70312,2937,00000B79,2588.89428
921,460,14734.73437,2934,00000B76,2374.42504
923,461,14766.76660,2931,00000B73,2064.58862
925,462,14798.79882,2927,00000B6F,1677.46777
927,463,14830.83105,2925,00000B6D,1282.43627
929,464,14862.86328,2924,00000B6C,983.65734
931,465,14894.89453,2922,00000B6A,959.69238
933,466,14926.92675,2919,00000B67,1241.29833
935,467,14958.95898,2918,00000B66,1628.12463
937,468,14990.99121,2917,00000B65,2012.63061
939,469,15023.02343,2914,00000B62,2336.36669
941,470,15055.05468,2910,00000B5E,2596.72070
943,471,15087.08691,2909,00000B5D,2710.81762
945,472,15119.11914,2910,00000B5E,2708.33227
947,473,15151.15136,2908,00000B5C,2589.99633
949,474,15183.18359,2907,00000B5B,2373.20678
951,475,15215.21484,2909,00000B5D,2060.72412
953,476,15247.24707,2908,00000B5C,1677.91577
955,477,15279.27929,2908,00000B5C,1280.17651
957,478,15311.31152,2909,00000B5D,990.45495
959,479,15343.34375,2909,00000B5D,976.77313
961,480,15375.37500,2910,00000B5E,1250.05798
963,481,15407.40722,2911,00000B5F,1631.37500
965,482,15439.43945,2912,00000B60,2015.10095
967,483,15471.47167,2914,00000B62,2344.25219
969,484,15503.50390,2917,00000B65,2578.03051
971,485,15535.53515,2921,00000B69,2711.15429
973,486,15567.56738,2927,00000B6F,2708.60791
975,487,15599.59960,2932,00000B74,2592.77416
977,488,15631.63183,2934,00000B76,2377.55395
979,489,15663.66406,2936,00000B78,2037.80566
981,490,15695.69531,2943,00000B7F,1669.39794
983,491,15727.72753,2949,00000B85,1277.83703
985,492,15759.75976,2951,00000B87,978.63598
987,493,15791.79199,2957,00000B8D,968.12469
989,494,15823.82421,2965,00000B95,1246.59191
991,495,15855.85546,2970,00000B9A,1650.58386
993,496,15887.88769,2973,00000B9D,2036.12268
995,497,15919.91992,2980,00000BA4,2351.25122
997,498,15951.95214,2987,00000BAB,2586.65185
999,499,15983.98437,2993,00000BB1,2707.68945
1001,500,16016.01562,3000,00000BB8,2707.68945
1003,501,16048.04785,3005,00000BBD,2586.65185
1005,502,16080.08007,3009,00000BC1,2351.25122
1007,503,16112.11230,3014,00000BC6,2036.12268
1009,504,16144.14453,3017,00000BC9,1650.58386
1011,505,16176.17578,3022,00000BCE,1246.59191
1013,506,16208.20800,3029,00000BD5,968.12469
1015,507,16240.24023,3033,00000BD9,978.63598
1017,508,16272.27246,3039,00000BDF,1277.83703
1019,509,16304.30468,3043,00000BE3,1669.39794
1021,510,16336.33593,3047,00000BE7,2037.80566
1023,511,16368.36816,3051,00000BEB,2377.55395
1025,512,16400.40039,3054,00000BEE,2592.77416
1027,513,16432.43164,3057,00000BF1,2708.60791
1029,514,16464.46484,3058,00000BF2,2711.15429
1031,515,16496.49609,3060,00000BF4,2578.03051
1033,516,16528.52929,3065,00000BF9,2344.25219
1035,517,16560.56054,3066,00000BFA,2015.10095
1037,518,16592.59179,3064,00000BF8,1631.37500
1039,519,16624.62500,3065,00000BF9,1250.05798
1041,520,16656.65625,3065,00000BF9,976.77313
1043,521,16688.68945,3062,00000BF6,990.45495
1045,522,16720.72070,3061,00000BF5,1280.17651
1047,523,16752.75195,3064,00000BF8,1677.91577
1049,524,16784.78515,3064,00000BF8,2060.72412
1051,525,16816.81640,3060,00000BF4,2373.20678
1053,526,16848.84960,3058,00000BF2,2589.99633
1055,527,16880.88085,3057,00000BF1,2708.33227
1057,528,16912.91210,3056,00000BF0,2710.81762
1059,529,16944.94531,3052,00000BEC,2596.72070
1061,530,16976.97656,3048,00000BE8,2336.36669
1063,531,17009.00976,3048,00000BE8,2012.63061
1065,532,17041.04101,3045,00000BE5,1628.12463
1067,533,17073.07226,3039,00000BDF,1241.29833
1069,534,17105.10546,3034,00000BDA,959.69238
1071,535,17137.13671,3032,00000BD8,983.65734
1073,536,17169.16992,3030,00000BD6,1282.43627
1075,537,17201.20117,3028,00000BD4,1677.46777
1077,538,17233.23242,3026,00000BD2,2064.58862
1079,539,17265.26562,3025,00000BD1,2374.42504
1081,540,17297.29687,3025,00000BD1,2588.89428
1083,541,17329.33007,3021,00000BCD,2715.55957
1085,542,17361.36132,3016,00000BC8,2714.16503
1087,543,17393.39257,3015,00000BC7,2573.32348
