

AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
823,411,13165.16503,-1523,FFFFFA0D,1481.82946
825,412,13197.19726,-1518,FFFFFA12,1483.08068
827,413,13229.22949,-1512,FFFFFA18,1506.07568
829,414,13261.26171,-1505,FFFFFA1F,1519.45629
831,415,13293.29296,-1499,FFFFFA25,1516.73840
833,416,13325.32519,-1492,FFFFFA2C,1515.83740
835,417,13357.35742,-1486,FFFFFA32,1508.85632
837,418,13389.38964,-1482,FFFFFA36,1484.98168
839,419,13421.42187,-1478,FFFFFA3A,1475.38549
841,420,13453.45312,-1475,FFFFFA3D,1504.61999
843,421,13485.48535,-1472,FFFFFA40,1505.40966
845,422,13517.51757,-1469,FFFFFA43,1537.08447
847,423,13549.54980,-1468,FFFFFA44,1516.93872
849,424,13581.58203,-1467,FFFFFA45,1499.29943
851,425,13613.61328,-1465,FFFFFA47,1483.38720
853,426,13645.64550,-1465,FFFFFA47,1492.35363
855,427,13677.67773,-1464,FFFFFA48,1476.20483
857,428,13709.70996,-1463,FFFFFA49,1517.15014
859,429,13741.74218,-1464,FFFFFA48,1531.31494
861,430,13773.77343,-1465,FFFFFA47,1535.84558
863,431,13805.80566,-1467,FFFFFA45,1511.61083
865,432,13837.83789,-1472,FFFFFA40,1490.49963
867,433,13869.87011,-1478,FFFFFA3A,1487.33752
869,434,13901.90234,-1484,FFFFFA34,1494.44519
871,435,13933.93359,-1489,FFFFFA2F,1518.24047
873,436,13965.96582,-1494,FFFFFA2A,1545.57714
875,437,13997.99804,-1497,FFFFFA27,1519.67126
877,438,14030.03027,-1503,FFFFFA21,1500.47973
879,439,14062.06250,-1508,FFFFFA1C,1478.28869
881,440,14094.09375,-1516,FFFFFA14,1468.07165
883,441,14126.12597,-1524,FFFFFA0C,1504.02624
885,442,14158.15820,-1532,FFFFFA04,1520.34167
887,443,14190.19042,-1539,FFFFF9FD,1535.69995
889,444,14222.22265,-1547,FFFFF9F5,1537.32263
891,445,14254.25390,-1553,FFFFF9EF,1508.68054
893,446,14286.28613,-1561,FFFFF9E7,1487.74914
895,447,14318.31835,-1569,FFFFF9DF,1480.60485
897,448,14350.35058,-1573,FFFFF9DB,1490.28332
899,449,14382.38281,-1576,FFFFF9D8,1504.57128
901,450,14414.41406,-1579,FFFFF9D5,1519.03027
903,451,14446.44628,-1581,FFFFF9D3,1525.88818
905,452,14478.47851,-1586,FFFFF9CE,1518.67626
907,453,14510.51074,-1593,FFFFF9C7,1484.48046
909,454,14542.54296,-1600,FFFFF9C0,1480.61328
911,455,14574.57421,-1605,FFFFF9BB,1487.21606
