
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
287,143,4580.58056,-1043,FFFFFBED,969.88189
289,144,4612.61279,-1044,FFFFFBEC,961.85766
291,145,4644.64453,-1047,FFFFFBE9,960.38989
293,146,4676.67675,-1051,FFFFFBE5,976.63085
295,147,4708.70849,-1054,FFFFFBE2,973.03509
297,148,4740.74072,-1056,FFFFFBE0,1030.54394
299,149,4772.77294,-1058,FFFFFBDE,958.03961
301,150,4804.80468,-1060,FFFFFBDC,1017.79870
303,151,4836.83691,-1060,FFFFFBDC,1152.14355
305,152,4868.86865,-1060,FFFFFBDC,1139.10498
307,153,4900.90087,-1062,FFFFFBDA,1099.73498
309,154,4932.93310,-1063,FFFFFBD9,1090.20202
311,155,4964.96484,-1062,FFFFFBDA,1122.48376
313,156,4996.99707,-1061,FFFFFBDB,1051.46789
315,157,5029.02880,-1058,FFFFFBDE,1015.20483
317,158,5061.06103,-1054,FFFFFBE2,1031.50915
319,159,5093.09326,-1050,FFFFFBE6,990.60302
321,160,5125.12500,-1046,FFFFFBEA,961.36389
323,161,5157.15722,-1043,FFFFFBED,971.51409
325,162,5189.18896,-1039,FFFFFBF1,937.40197
327,163,5221.22119,-1034,FFFFFBF6,979.57415
329,164,5253.25341,-1028,FFFFFBFC,1046.16516
331,165,5285.28515,-1022,FFFFFC02,992.34625
333,166,5317.31738,-1015,FFFFFC09,1036.75561
335,167,5349.34912,-1008,FFFFFC10,1047.62292
337,168,5381.38134,-1003,FFFFFC15,1043.01623
339,169,5413.41357,-1000,FFFFFC18,1050.13916
341,170,5445.44531,-994,FFFFFC1E,1028.49523
343,171,5477.47753,-987,FFFFFC25,996.85925
345,172,5509.50927,-981,FFFFFC2B,1014.46252
347,173,5541.54150,-977,FFFFFC2F,983.50781
349,174,5573.57373,-973,FFFFFC33,963.96020
351,175,5605.60546,-969,FFFFFC37,994.25701
353,176,5637.63769,-965,FFFFFC3B,1035.81787
355,177,5669.66943,-959,FFFFFC41,1045.20837
357,178,5701.70166,-952,FFFFFC48,1019.50091
359,179,5733.73388,-946,FFFFFC4E,990.65234
361,180,5765.76562,-943,FFFFFC51,1047.31652
363,181,5797.79785,-940,FFFFFC54,1045.42541
365,182,5829.82958,-937,FFFFFC57,1037.51416
367,183,5861.86181,-935,FFFFFC59,1034.60034
369,184,5893.89404,-932,FFFFFC5C,1003.66461
371,185,5925.92578,-930,FFFFFC5E,986.60534
373,186,5957.95800,-928,FFFFFC60,994.18499
375,187,5989.98974,-927,FFFFFC61,986.72753
377,188,6022.02197,-926,FFFFFC62,982.18157
379,189,6054.05419,-926,FFFFFC62,995.83819
381,190,6086.08593,-926,FFFFFC62,1015.43597
383,191,6118.11816,-926,FFFFFC62,972.98974
385,192,6150.15039,-927,FFFFFC61,1014.34466
387,193,6182.18212,-930,FFFFFC5E,1058.59875
389,194,6214.21435,-933,FFFFFC5B,1035.30541
391,195,6246.24609,-939,FFFFFC55,1036.49462
393,196,6278.27832,-944,FFFFFC50,1024.46057
395,197,6310.31054,-949,FFFFFC4B,1004.82714
397,198,6342.34228,-954,FFFFFC46,1002.78851
399,199,6374.37451,-958,FFFFFC42,996.95074
401,200,6406.40625,-962,FFFFFC3E,985.47155
403,201,6438.43847,-968,FFFFFC38,977.18908
405,202,6470.47070,-975,FFFFFC31,1014.89752
407,203,6502.50244,-982,FFFFFC2A,938.87908
409,204,6534.53466,-989,FFFFFC23,981.80407
411,205,6566.56640,-995,FFFFFC1D,1007.86303
413,206,6598.59863,-1001,FFFFFC17,991.96862
415,207,6630.63085,-1007,FFFFFC11,1011.75762
417,208,6662.66259,-1013,FFFFFC0B,1012.05255
419,209,6694.69482,-1019,FFFFFC05,1016.62982
421,210,6726.72656,-1023,FFFFFC01,1032.61962
423,211,6758.75878,-1026,FFFFFBFE,1028.15039
425,212,6790.79101,-1030,FFFFFBFA,1023.54205
427,213,6822.82275,-1033,FFFFFBF7,982.17285
429,214,6854.85498,-1034,FFFFFBF6,978.80938
431,215,6886.88671,-1039,FFFFFBF1,955.14935
433,216,6918.91894,-1044,FFFFFBEC,953.16577
435,217,6950.95117,-1048,FFFFFBE8,972.90130
437,218,6982.98291,-1050,FFFFFBE6,986.99188
439,219,7015.01513,-1053,FFFFFBE3,1008.53466
441,220,7047.04687,-1056,FFFFFBE0,1004.43139
443,221,7079.07910,-1059,FFFFFBDD,1028.10168
445,222,7111.11132,-1061,FFFFFBDB,1029.75659
447,223,7143.14306,-1062,FFFFFBDA,1035.06701
449,224,7175.17529,-1064,FFFFFBD8,1008.92095
451,225,7207.20703,-1065,FFFFFBD7,1039.82629
453,226,7239.23925,-1066,FFFFFBD6,1017.05566
455,227,7271.27148,-1066,FFFFFBD6,981.13574
457,228,7303.30322,-1065,FFFFFBD7,975.79071
459,229,7335.33544,-1063,FFFFFBD9,966.02111
461,230,7367.36718,-1061,FFFFFBDB,994.50646
463,231,7399.39941,-1058,FFFFFBDE,999.97930
465,232,7431.43164,-1053,FFFFFBE3,991.27197
467,233,7463.46337,-1049,FFFFFBE7,974.57623
469,234,7495.49560,-1045,FFFFFBEB,989.31292
471,235,7527.52734,-1041,FFFFFBEF,1038.27575
473,236,7559.55957,-1037,FFFFFBF3,1017.40649
475,237,7591.59179,-1031,FFFFFBF9,1014.89465
477,238,7623.62353,-1025,FFFFFBFF,1012.00964
479,239,7655.65576,-1018,FFFFFC06,1030.39990
481,240,7687.68750,-1011,FFFFFC0D,1006.17321
483,241,7719.71972,-1006,FFFFFC12,1013.70593
485,242,7751.75195,-1003,FFFFFC15,990.44512
487,243,7783.78369,-998,FFFFFC1A,1010.64953
489,244,7815.81591,-990,FFFFFC22,947.52227
491,245,7847.84765,-983,FFFFFC29,946.37463
493,246,7879.87988,-979,FFFFFC2D,974.80517
495,247,7911.91210,-976,FFFFFC30,977.79248
497,248,7943.94384,-971,FFFFFC35,973.33483
499,249,7975.97607,-967,FFFFFC39,1007.32965
501,250,8008.00781,-962,FFFFFC3E,1019.24133
503,251,8040.04003,-957,FFFFFC43,1035.23510
505,252,8072.07226,-950,FFFFFC4A,1032.24047
507,253,8104.10400,-945,FFFFFC4F,1059.55212
509,254,8136.13623,-942,FFFFFC52,1051.10107
511,255,8168.16796,-939,FFFFFC55,1009.58227
513,256,8200.20019,-937,FFFFFC57,984.81677
515,257,8232.23242,-935,FFFFFC59,929.19769
517,258,8264.26464,-933,FFFFFC5B,988.99737
519,259,8296.29589,-933,FFFFFC5B,963.12011
521,260,8328.32812,-932,FFFFFC5C,981.28808
523,261,8360.36035,-931,FFFFFC5D,982.61743
525,262,8392.39257,-932,FFFFFC5C,978.17993
527,263,8424.42480,-931,FFFFFC5D,1041.29589
529,264,8456.45605,-930,FFFFFC5E,1022.96429
531,265,8488.48828,-931,FFFFFC5D,1007.38476
533,266,8520.52050,-933,FFFFFC5B,1045.45983
535,267,8552.55273,-938,FFFFFC56,1044.02587
537,268,8584.58496,-944,FFFFFC50,1022.69671
539,269,8616.61621,-949,FFFFFC4B,998.25366
541,270,8648.64843,-955,FFFFFC45,988.58465
543,271,8680.68066,-959,FFFFFC41,980.43487
545,272,8712.71289,-963,FFFFFC3D,1000.43939
547,273,8744.74511,-969,FFFFFC37,980.94805
549,274,8776.77636,-975,FFFFFC31,997.53839
551,275,8808.80859,-982,FFFFFC2A,991.20520
553,276,8840.84082,-988,FFFFFC24,993.05163
555,277,8872.87304,-993,FFFFFC1F,1016.94702
557,278,8904.90527,-1000,FFFFFC18,996.77410
559,279,8936.93652,-1007,FFFFFC11,1030.81018
561,280,8968.96875,-1014,FFFFFC0A,1052.74279
563,281,9001.00097,-1021,FFFFFC03,1040.03894
565,282,9033.03320,-1027,FFFFFBFD,1035.48010
567,283,9065.06542,-1032,FFFFFBF8,1024.91662
569,284,9097.09667,-1035,FFFFFBF5,1022.50360
571,285,9129.12890,-1036,FFFFFBF4,980.03936
573,286,9161.16113,-1036,FFFFFBF4,985.82415
575,287,9193.19335,-1040,FFFFFBF0,978.67193
577,288,9225.22558,-1046,FFFFFBEA,968.88586
579,289,9257.25683,-1051,FFFFFBE5,983.78582
581,290,9289.28906,-1056,FFFFFBE0,963.90905
583,291,9321.32128,-1060,FFFFFBDC,1034.21398
585,292,9353.35351,-1063,FFFFFBD9,1027.56835
587,293,9385.38574,-1066,FFFFFBD6,1022.01678
589,294,9417.41699,-1067,FFFFFBD5,1018.64361
591,295,9449.44921,-1070,FFFFFBD2,1032.80834
593,296,9481.48144,-1073,FFFFFBCF,1018.00671
595,297,9513.51367,-1072,FFFFFBD0,1025.24230
597,298,9545.54589,-1073,FFFFFBCF,1006.74267
599,299,9577.57714,-1074,FFFFFBCE,994.14532
601,300,9609.60937,-1074,FFFFFBCE,1012.14337
603,301,9641.64160,-1075,FFFFFBCD,986.06433
605,302,9673.67382,-1075,FFFFFBCD,982.23309
607,303,9705.70605,-1073,FFFFFBCF,974.03417
609,304,9737.73730,-1069,FFFFFBD3,979.43682
611,305,9769.76953,-1066,FFFFFBD6,1010.91955
613,306,9801.80175,-1062,FFFFFBDA,1012.20507
615,307,9833.83398,-1057,FFFFFBDF,1026.96496
617,308,9865.86621,-1053,FFFFFBE3,1019.94677
619,309,9897.89746,-1048,FFFFFBE8,1024.58801
621,310,9929.92968,-1043,FFFFFBED,1021.21282
623,311,9961.96191,-1037,FFFFFBF3,1024.87841
625,312,9993.99414,-1029,FFFFFBFB,1000.34802
627,313,10026.02636,-1023,FFFFFC01,987.04199
629,314,10058.05761,-1018,FFFFFC06,980.13366
631,315,10090.08984,-1012,FFFFFC0C,989.85784
633,316,10122.12207,-1007,FFFFFC11,981.57006
635,317,10154.15429,-1003,FFFFFC15,997.63208
637,318,10186.18652,-998,FFFFFC1A,976.86614
639,319,10218.21777,-993,FFFFFC1F,1000.24591
641,320,10250.25000,-988,FFFFFC24,1008.57562
643,321,10282.28222,-984,FFFFFC28,1013.19323
645,322,10314.31445,-979,FFFFFC2D,1016.55108
647,323,10346.34667,-973,FFFFFC33,1021.39166
649,324,10378.37792,-967,FFFFFC39,1018.49298
651,325,10410.41015,-962,FFFFFC3E,1015.63165
653,326,10442.44238,-958,FFFFFC42,973.81500
655,327,10474.47460,-954,FFFFFC46,1023.54180
657,328,10506.50683,-951,FFFFFC49,980.14044
659,329,10538.53808,-949,FFFFFC4B,984.14752
661,330,10570.57031,-946,FFFFFC4E,992.87536
663,331,10602.60253,-944,FFFFFC50,987.09423
665,332,10634.63476,-944,FFFFFC50,1008.48181
667,333,10666.66699,-942,FFFFFC52,1005.95678
669,334,10698.69824,-941,FFFFFC53,1025.54138
671,335,10730.73046,-940,FFFFFC54,1029.17102
673,336,10762.76269,-941,FFFFFC53,1021.37322
675,337,10794.79492,-940,FFFFFC54,1042.00402
677,338,10826.82714,-941,FFFFFC53,1023.31250
679,339,10858.85839,-943,FFFFFC51,1018.19122
681,340,10890.89062,-948,FFFFFC4C,1008.51245
683,341,10922.92285,-954,FFFFFC46,999.57641
685,342,10954.95507,-960,FFFFFC40,980.36260
687,343,10986.98730,-964,FFFFFC3C,1000.50457
689,344,11019.01855,-968,FFFFFC38,971.61218
691,345,11051.05078,-972,FFFFFC34,982.31140
693,346,11083.08300,-977,FFFFFC2F,975.30401
695,347,11115.11523,-983,FFFFFC29,1007.60369
697,348,11147.14746,-989,FFFFFC23,1003.43206
699,349,11179.17871,-996,FFFFFC1C,997.18774
701,350,11211.21093,-1002,FFFFFC16,1006.43975
703,351,11243.24316,-1008,FFFFFC10,1041.40002
705,352,11275.27539,-1015,FFFFFC09,1024.26770
707,353,11307.30761,-1021,FFFFFC03,1011.24865
709,354,11339.33886,-1027,FFFFFBFD,1010.57781
711,355,11371.37109,-1033,FFFFFBF7,999.98974
713,356,11403.40332,-1038,FFFFFBF2,971.08331
715,357,11435.43554,-1040,FFFFFBF0,974.64086
717,358,11467.46777,-1039,FFFFFBF1,981.76422
719,359,11499.49902,-1042,FFFFFBEE,981.36883
721,360,11531.53125,-1047,FFFFFBE9,969.23590
723,361,11563.56347,-1052,FFFFFBE4,991.19628
725,362,11595.59570,-1057,FFFFFBDF,1012.31567
727,363,11627.62792,-1062,FFFFFBDA,1027.48022
729,364,11659.65917,-1066,FFFFFBD6,1033.37390
