
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
209,104,13365.46191,-1565,FFFFF9E3,1565.00927
211,105,13493.97558,-1564,FFFFF9E4,1564.39990
213,106,13622.49023,-1564,FFFFF9E4,1551.85803
215,107,13751.00390,-1564,FFFFF9E4,1565.75524
217,108,13879.51855,-1565,FFFFF9E3,1551.07165
219,109,14008.03222,-1565,FFFFF9E3,1565.56481
221,110,14136.54589,-1566,FFFFF9E2,1559.61962
223,111,14265.06054,-1565,FFFFF9E3,1558.16235
225,112,14393.57421,-1565,FFFFF9E3,1562.08251
227,113,14522.08789,-1565,FFFFF9E3,1557.08569
229,114,14650.60253,-1566,FFFFF9E2,1561.79199
231,115,14779.11621,-1565,FFFFF9E3,1556.99548
233,116,14907.63085,-1565,FFFFF9E3,1567.14953
235,117,15036.14453,-1566,FFFFF9E2,1558.18469
237,118,15164.65820,-1565,FFFFF9E3,1564.06298
239,119,15293.17285,-1565,FFFFF9E3,1563.65344
241,120,15421.68652,-1566,FFFFF9E2,1555.01086
243,121,15550.20117,-1566,FFFFF9E2,1567.59680
245,122,15678.71484,-1566,FFFFF9E2,1560.23425
247,123,15807.22851,-1565,FFFFF9E3,1566.38793
249,124,15935.74316,-1565,FFFFF9E3,1563.63366
251,125,16064.25683,-1566,FFFFF9E2,1563.63366
253,126,16192.77148,-1565,FFFFF9E3,1566.38793
255,127,16321.28515,-1566,FFFFF9E2,1560.23425
257,128,16449.79882,-1567,FFFFF9E1,1567.59680
259,129,16578.31250,-1567,FFFFF9E1,1555.01086
261,130,16706.82812,-1567,FFFFF9E1,1563.65344
263,131,16835.34179,-1567,FFFFF9E1,1564.06298
265,132,16963.85546,-1567,FFFFF9E1,1558.18469
267,133,17092.36914,-1566,FFFFF9E2,1567.14953
269,134,17220.88281,-1566,FFFFF9E2,1556.99548
271,135,17349.39843,-1566,FFFFF9E2,1561.79199
273,136,17477.91210,-1566,FFFFF9E2,1557.08569
275,137,17606.42578,-1566,FFFFF9E2,1562.08251
277,138,17734.93945,-1566,FFFFF9E2,1558.16235
279,139,17863.45312,-1568,FFFFF9E0,1559.61962
281,140,17991.96875,-1569,FFFFF9DF,1565.56481
283,141,18120.48242,-1568,FFFFF9E0,1551.07165
285,142,18248.99609,-1567,FFFFF9E1,1565.75524
287,143,18377.50976,-1554,FFFFF9EE,1551.85803
289,144,18506.02343,-1554,FFFFF9EE,1564.39990
291,145,18634.53906,-1553,FFFFF9EF,1565.00927
293,146,18763.05273,-1553,FFFFF9EF,1549.35717
295,147,18891.56640,-1553,FFFFF9EF,1569.69396
297,148,19020.08007,-1553,FFFFF9EF,1549.81237
299,149,19148.59375,-1553,FFFFF9EF,1562.84716
301,150,19277.10937,-1553,FFFFF9EF,1549.72375
303,151,19405.62304,-1553,FFFFF9EF,1564.41137
305,152,19534.13671,-1554,FFFFF9EE,1557.70471
307,153,19662.65039,-1555,FFFFF9ED,1565.69128
309,154,19791.16406,-1555,FFFFF9ED,1568.45178
311,155,19919.67968,-1554,FFFFF9EE,1552.23986
313,156,20048.19335,-1554,FFFFF9EE,1561.71447
315,157,20176.70703,-1553,FFFFF9EF,1551.82604
317,158,20305.22070,-1553,FFFFF9EF,1565.68469
319,159,20433.73437,-1553,FFFFF9EF,1566.06811
321,160,20562.24804,-1553,FFFFF9EF,1554.72546
323,161,20690.76367,-1553,FFFFF9EF,1567.07604
325,162,20819.27734,-1553,FFFFF9EF,1559.58276
327,163,20947.79101,-1554,FFFFF9EE,1564.25878
329,164,21076.30468,-1553,FFFFF9EF,1552.57312
331,165,21204.81835,-1554,FFFFF9EE,1563.42993
333,166,21333.33398,-1554,FFFFF9EE,1569.55371
335,167,21461.84765,-1554,FFFFF9EE,1560.46704
337,168,21590.36132,-1554,FFFFF9EE,1557.68713
339,169,21718.87500,-1554,FFFFF9EE,1553.11718
341,170,21847.38867,-1553,FFFFF9EF,1568.67333
343,171,21975.90429,-1554,FFFFF9EE,1546.50305
345,172,22104.41796,-1553,FFFFF9EF,1554.83337
347,173,22232.93164,-1552,FFFFF9F0,1557.03247
349,174,22361.44531,-1552,FFFFF9F0,1556.93225
351,175,22489.95898,-1552,FFFFF9F0,1572.50939
353,176,22618.47460,-1553,FFFFF9EF,1551.92712
355,177,22746.98828,-1554,FFFFF9EE,1573.13562
357,178,22875.50195,-1554,FFFFF9EE,1559.97985
359,179,23004.01562,-1554,FFFFF9EE,1572.58032
361,180,23132.52929,-1553,FFFFF9EF,1557.40856
363,181,23261.04492,-1553,FFFFF9EF,1565.43273
365,182,23389.55859,-1553,FFFFF9EF,1568.20288
367,183,23518.07226,-1553,FFFFF9EF,1563.88769
369,184,23646.58593,-1552,FFFFF9F0,1561.90979
371,185,23775.09960,-1553,FFFFF9EF,1568.87963
373,186,23903.61523,-1554,FFFFF9EE,1569.24633
375,187,24032.12890,-1553,FFFFF9EF,1559.59606
377,188,24160.64257,-1553,FFFFF9EF,1551.93041
379,189,24289.15625,-1554,FFFFF9EE,1565.19433
381,190,24417.66992,-1554,FFFFF9EE,1553.93981
383,191,24546.18554,-1554,FFFFF9EE,1578.76782
385,192,24674.69921,-1555,FFFFF9ED,1561.46081
387,193,24803.21289,-1554,FFFFF9EE,1563.09667
389,194,24931.72656,-1553,FFFFF9EF,1568.35156
391,195,25060.24023,-1553,FFFFF9EF,1540.67553
393,196,25188.75585,-1552,FFFFF9F0,1564.05651
395,197,25317.26953,-1552,FFFFF9F0,1560.79223
397,198,25445.78320,-1553,FFFFF9EF,1566.47583
399,199,25574.29687,-1553,FFFFF9EF,1549.28125
401,200,25702.81054,-1554,FFFFF9EE,1568.20410
403,201,25831.32617,-1556,FFFFF9EC,1571.67565
405,202,25959.83984,-1556,FFFFF9EC,1554.35937
407,203,26088.35351,-1555,FFFFF9ED,1579.15563
409,204,26216.86718,-1554,FFFFF9EE,1546.29772
411,205,26345.38085,-1554,FFFFF9EE,1575.54833
413,206,26473.89648,-1555,FFFFF9ED,1559.01513
415,207,26602.41015,-1555,FFFFF9ED,1566.70776
417,208,26730.92382,-1554,FFFFF9EE,1573.02062
419,209,26859.43750,-1554,FFFFF9EE,1529.76074
421,210,26987.95117,-1555,FFFFF9ED,1578.38891
423,211,27116.46679,-1554,FFFFF9EE,1537.58850
425,212,27244.98046,-1554,FFFFF9EE,1571.95190
427,213,27373.49414,-1555,FFFFF9ED,1558.26818
429,214,27502.00781,-1555,FFFFF9ED,1559.95825
431,215,27630.52148,-1556,FFFFF9EC,1554.96459
433,216,27759.03710,-1555,FFFFF9ED,1528.00402
435,217,27887.55078,-1554,FFFFF9EE,1584.98034
437,218,28016.06445,-1554,FFFFF9EE,1552.55578
439,219,28144.57812,-1554,FFFFF9EE,1566.27673
441,220,28273.09179,-1554,FFFFF9EE,1552.14208
443,221,28401.60546,-1553,FFFFF9EF,1552.72253
445,222,28530.12109,-1553,FFFFF9EF,1565.18444
447,223,28658.63476,-1555,FFFFF9ED,1549.59838
449,224,28787.14843,-1555,FFFFF9ED,1596.84704
451,225,28915.66210,-1555,FFFFF9ED,1519.94299
453,226,29044.17578,-1556,FFFFF9EC,1591.52551
455,227,29172.69140,-1556,FFFFF9EC,1581.50366
457,228,29301.20507,-1556,FFFFF9EC,1634.49658
459,229,29429.71875,-1555,FFFFF9ED,1573.80017
461,230,29558.23242,-1554,FFFFF9EE,1527.09509
463,231,29686.74609,-1554,FFFFF9EE,1602.53076
465,232,29815.26171,-1554,FFFFF9EE,1530.33288
467,233,29943.77539,-1555,FFFFF9ED,1588.91906
469,234,30072.28906,-1556,FFFFF9EC,1536.88452
471,235,30200.80273,-1556,FFFFF9EC,1542.62609
473,236,30329.31640,-1556,FFFFF9EC,1578.58593
475,237,30457.83203,-1557,FFFFF9EB,1533.43359
477,238,30586.34570,-1557,FFFFF9EB,1597.78503
479,239,30714.85937,-1556,FFFFF9EC,1492.48693
481,240,30843.37304,-1555,FFFFF9ED,1596.46606
483,241,30971.88671,-1555,FFFFF9ED,1523.58190
485,242,31100.40234,-1555,FFFFF9ED,1560.54882
487,243,31228.91601,-1555,FFFFF9ED,1593.03955
489,244,31357.42968,-1555,FFFFF9ED,1471.02319
491,245,31485.94335,-1556,FFFFF9EC,1690.76489
493,246,31614.45703,-1555,FFFFF9ED,1401.20068
495,247,31742.97265,-1555,FFFFF9ED,1805.79565
497,248,31871.48632,-1555,FFFFF9ED,1695.14172
499,249,32000.00000,-1555,FFFFF9ED,0.00000
1s
2s
