0,60007D1D,1610644765, 1F474000,524763136,6
2,E0007D16,-536838890, 1F458000,524648448, 0000000E
4,40007CA0,1073773728, 1F280000,522715136,4
6,E0007CAF,-536838993, 1F2BC000,522960896, 0000000E
8,00007CBE,31934, 1F2F8000,523206656,0
10,80007CCA,-2147451702, 1F328000,523403264,8
12,20007CD6,536902870, 1F358000,523599872,2
14,80007CE3,-2147451677, 1F38C000,523812864,8
16,60007CF3,1610644723, 1F3CC000,524075008,6
18,40007C00,1073773568, 1F000000,520093696,4
20,80007C05,-2147451899, 1F014000,520175616,8
22,00007C0A,31754, 1F028000,520257536,0
24,E0007C0C,-536839156, 1F030000,520290304, 0000000E
26,20007C10,536902672, 1F040000,520355840,2
28,20007C17,536902679, 1F05C000,520470528,2
30,A0007C20,-1610580960, 1F080000,520617984, 0000000A
32,40007C42,1073773634, 1F108000,521175040,4
34,A0007C36,-1610580938, 1F0D8000,520978432, 0000000A
36,00007C2D,31789, 1F0B4000,520830976,0
38,A0007C26,-1610580954, 1F098000,520716288, 0000000A
40,A0007C1E,-1610580962, 1F078000,520585216, 0000000A
42,A0007C16,-1610580970, 1F058000,520454144, 0000000A
44,20007D01,536902913, 1F404000,524304384,2
46,80007CF4,-2147451660, 1F3D0000,524091392,8
48,C0007CE8,-1073709848, 1F3A0000,523894784, 0000000C
50,60007CDD,1610644701, 1F374000,523714560,6
52,20007CD1,536902865, 1F344000,523517952,2
54,00007CC4,31940, 1F310000,523304960,0
56,40007CB5,1073773749, 1F2D4000,523059200,4
58,A0007D10,-1610580720, 1F440000,524550144, 0000000A
60,E0007D1A,-536838886, 1F468000,524713984, 0000000E
62,60007D23,1610644771, 1F48C000,524861440,6
64,80007D2A,-2147451606, 1F4A8000,524976128,8
66,E0007D2F,-536838865, 1F4BC000,525058048, 0000000E
68,60007D33,1610644787, 1F4CC000,525123584,6
70,40007C2C,1073773612, 1F0B0000,520814592,4
72,20007C37,536902711, 1F0DC000,520994816,2
74,40007C44,1073773636, 1F110000,521207808,4
76,00007C54,31828, 1F150000,521469952,0
78,60007C63,1610644579, 1F18C000,521715712,6
80,60007C70,1610644592, 1F1C0000,521928704,6
82,E0007C7C,-536839044, 1F1F0000,522125312, 0000000E
84,00007C08,31752, 1F020000,520224768,0
86,60007C01,1610644481, 1F004000,520110080,6
88,20007BFB,536902651, 1EFEC000,520011776,2
90,20007BF5,536902645, 1EFD4000,519913472,2
92,40007BF4,1073773556, 1EFD0000,519897088,4
94,C0007BF5,-1073710091, 1EFD4000,519913472, 0000000C
96,00007BF6,31734, 1EFD8000,519929856,0
98,60007C95,1610644629, 1F254000,522534912,6
100,E0007C8B,-536839029, 1F22C000,522371072, 0000000E
102,E0007C81,-536839039, 1F204000,522207232, 0000000E
104,C0007C78,-1073709960, 1F1E0000,522059776, 0000000C
106,C0007C6E,-1073709970, 1F1B8000,521895936, 0000000C
108,E0007C63,-536839069, 1F18C000,521715712, 0000000E
110,40007D3C,1073773884, 1F4F0000,525271040,4
112,C0007D3D,-1073709763, 1F4F4000,525287424, 0000000C
114,80007D3C,-2147451588, 1F4F0000,525271040,8
116,60007D37,1610644791, 1F4DC000,525189120,6
118,C0007D2E,-1073709778, 1F4B8000,525041664, 0000000C
120,20007D26,536902950, 1F498000,524910592,2
122,40007D1E,1073773854, 1F478000,524779520,4
124,40007C96,1073773718, 1F258000,522551296,4
126,00007CA4,31908, 1F290000,522780672,0
128,00007CB3,31923, 1F2CC000,523026432,0
130,80007CC0,-2147451712, 1F300000,523239424,8
132,40007CCC,1073773772, 1F330000,523436032,4
134,80007CD9,-2147451687, 1F364000,523649024,8
136,80007BF7,-2147451913, 1EFDC000,519946240,8
138,E0007BFB,-536839173, 1EFEC000,520011776, 0000000E
140,60007C01,1610644481, 1F004000,520110080,6
142,40007C07,1073773575, 1F01C000,520208384,4
144,80007C0B,-2147451893, 1F02C000,520273920,8
146,20007C0E,536902670, 1F038000,520323072,2
148,40007C13,1073773587, 1F04C000,520404992,4
150,60007C52,1610644562, 1F148000,521437184,6
152,A0007C47,-1610580921, 1F11C000,521256960, 0000000A
154,E0007C3B,-536839109, 1F0EC000,521060352, 0000000E
156,A0007C31,-1610580943, 1F0C4000,520896512, 0000000A
158,60007C29,1610644521, 1F0A4000,520765440,6
160,40007C22,1073773602, 1F088000,520650752,4
162,20007D10,536902928, 1F440000,524550144,2
164,80007D08,-2147451640, 1F420000,524419072,8
166,A0007CFD,-1610580739, 1F3F4000,524238848, 0000000A
168,E0007CF0,-536838928, 1F3C0000,524025856, 0000000E
170,60007CE4,1610644708, 1F390000,523829248,6
172,40007CD8,1073773784, 1F360000,523632640,4
174,80007CCB,-2147451701, 1F32C000,523419648,8
176,40007CFA,1073773818, 1F3E8000,524189696,4
178,A0007D07,-1610580729, 1F41C000,524402688, 0000000A
180,C0007D12,-1073709806, 1F448000,524582912, 0000000C
182,00007D1D,32029, 1F474000,524763136,0
184,40007D25,1073773861, 1F494000,524894208,4
186,20007D2B,536902955, 1F4AC000,524992512,2
188,00007C19,31769, 1F064000,520503296,0
190,A0007C23,-1610580957, 1F08C000,520667136, 0000000A
192,80007C2E,-2147451858, 1F0B8000,520847360,8
194,20007C3A,536902714, 1F0E8000,521043968,2
196,60007C48,1610644552, 1F120000,521273344,6
198,40007C59,1073773657, 1F164000,521551872,4
200,E0007C67,-536839065, 1F19C000,521781248, 0000000E
202,00007C15,31765, 1F054000,520437760,0
204,E0007C0D,-536839155, 1F034000,520306688, 0000000E
206,40007C07,1073773575, 1F01C000,520208384,4
208,C0007C00,-1073710080, 1F000000,520093696, 0000000C
210,60007BFB,1610644475, 1EFEC000,520011776,6
212,C0007BF6,-1073710090, 1EFD8000,519929856, 0000000C
214,20007CBE,536902846, 1F2F8000,523206656,2
216,40007CAE,1073773742, 1F2B8000,522944512,4
218,60007CA0,1610644640, 1F280000,522715136,6
220,40007C95,1073773717, 1F254000,522534912,4
222,E0007C89,-536839031, 1F224000,522338304, 0000000E
224,80007C80,-2147451776, 1F200000,522190848,8
226,C0007C76,-1073709962, 1F1D8000,522027008, 0000000C
228,80007D36,-2147451594, 1F4D8000,525172736,8
230,80007D39,-2147451591, 1F4E4000,525221888,8
232,80007D3C,-2147451588, 1F4F0000,525271040,8
234,20007D3E,536902974, 1F4F8000,525303808,2
236,00007D3C,32060, 1F4F0000,525271040,0
238,A0007D36,-1610580682, 1F4D8000,525172736, 0000000A
240,00007C76,31862, 1F1D8000,522027008,0
242,A0007C82,-1610580862, 1F208000,522223616, 0000000A
244,00007C8E,31886, 1F238000,522420224,0
246,00007C9B,31899, 1F26C000,522633216,0
248,40007CA9,1073773737, 1F2A4000,522862592,4
250,80007CB6,-2147451722, 1F2D8000,523075584,8
252,80007CC2,-2147451710, 1F308000,523272192,8
254,40007BF6,1073773558, 1EFD8000,519929856,4
256,00007BFA,31738, 1EFE8000,519995392,0
258,60007BFD,1610644477, 1EFF4000,520044544,6
260,80007C01,-2147451903, 1F004000,520110080,8
262,80007C07,-2147451897, 1F01C000,520208384,8
264,00007C0D,31757, 1F034000,520306688,0
266,20007C6F,536902767, 1F1BC000,521912320,2
268,60007C64,1610644580, 1F190000,521732096,6
270,60007C59,1610644569, 1F164000,521551872,6
272,00007C4F,31823, 1F13C000,521388032,0
274,C0007C44,-1073710012, 1F110000,521207808, 0000000C
276,C0007C39,-1073710023, 1F0E4000,521027584, 0000000C
278,E0007C30,-536839120, 1F0C0000,520880128, 0000000E
280,A0007D21,-1610580703, 1F484000,524828672, 0000000A
282,C0007D19,-1073709799, 1F464000,524697600, 0000000C
284,00007D12,32018, 1F448000,524582912,0
286,60007D08,1610644744, 1F420000,524419072,6
288,C0007CFB,-1073709829, 1F3EC000,524206080, 0000000C
290,C0007CEE,-1073709842, 1F3B8000,523993088, 0000000C
292,00007CD2,31954, 1F348000,523534336,0
