0,C0007C92,-1073709934, 1F248000,522485760, 0000000C
2,A0007C99,-1610580839, 1F264000,522600448, 0000000A
4,20007CA2,536902818, 1F288000,522747904,2
6,00007CAB,31915, 1F2AC000,522895360,0
8,E0007C22,-536839134, 1F088000,520650752, 0000000E
10,A0007C22,-1610580958, 1F088000,520650752, 0000000A
12,20007C25,536902693, 1F094000,520699904,2
14,20007C2A,536902698, 1F0A8000,520781824,2
16,00007C2F,31791, 1F0BC000,520863744,0
18,20007C33,536902707, 1F0CC000,520929280,2
20,A0007C87,-1610580857, 1F21C000,522305536, 0000000A
22,20007C80,536902784, 1F200000,522190848,2
24,00007C78,31864, 1F1E0000,522059776,0
26,40007C6F,1073773679, 1F1BC000,521912320,4
28,80007C65,-2147451803, 1F194000,521748480,8
30,20007C5D,536902749, 1F174000,521617408,2
32,60007C55,1610644565, 1F154000,521486336,6
34,E0007CFD,-536838915, 1F3F4000,524238848, 0000000E
36,00007CF7,31991, 1F3DC000,524140544,0
38,40007CF0,1073773808, 1F3C0000,524025856,4
40,60007CEA,1610644714, 1F3A8000,523927552,6
42,40007CE4,1073773796, 1F390000,523829248,4
44,40007CDE,1073773790, 1F378000,523730944,4
46,00007CD9,31961, 1F364000,523649024,0
48,C0007CB9,-1073709895, 1F2E4000,523124736, 0000000C
50,E0007CC5,-536838971, 1F314000,523321344, 0000000E
52,80007CD1,-2147451695, 1F344000,523517952,8
54,E0007CDC,-536838948, 1F370000,523698176, 0000000E
56,40007CE5,1073773797, 1F394000,523845632,4
58,80007CEB,-2147451669, 1F3AC000,523943936,8
60,C0007C3A,-1073710022, 1F0E8000,521043968, 0000000C
62,20007C3D,536902717, 1F0F4000,521093120,2
64,A0007C40,-1610580928, 1F100000,521142272, 0000000A
66,A0007C45,-1610580923, 1F114000,521224192, 0000000A
68,60007C4B,1610644555, 1F12C000,521322496,6
70,A0007C51,-1610580911, 1F144000,521420800, 0000000A
72,A0007C5A,-1610580902, 1F168000,521568256, 0000000A
74,00007C4A,31818, 1F128000,521306112,0
76,60007C47,1610644551, 1F11C000,521256960,6
78,A0007C44,-1610580924, 1F110000,521207808, 0000000A
80,40007C41,1073773633, 1F104000,521158656,4
82,E0007C3C,-536839108, 1F0F0000,521076736, 0000000E
