0,40007C46,1073773638, 1F118000,521240576,4
2,A0007C56,-1610580906, 1F158000,521502720, 0000000A
4,80007C67,-2147451801, 1F19C000,521781248,8
6,E0007C77,-536839049, 1F1DC000,522043392, 0000000E
8,C0007C85,-1073709947, 1F214000,522272768, 0000000C
10,E0007C8F,-536839025, 1F23C000,522436608, 0000000E
12,80007C06,-2147451898, 1F018000,520192000,8
14,00007C01,31745, 1F004000,520110080,0
16,40007BFB,1073773563, 1EFEC000,520011776,4
18,20007BF4,536902644, 1EFD0000,519897088,2
20,00007BF4,31732, 1EFD0000,519897088,0
22,C0007BF6,-1073710090, 1EFD8000,519929856, 0000000C
24,80007BF8,-2147451912, 1EFE0000,519962624,8
26,60007C8F,1610644623, 1F23C000,522436608,6
28,00007C85,31877, 1F214000,522272768,0
30,C0007C7D,-1073709955, 1F1F4000,522141696, 0000000C
32,80007C77,-2147451785, 1F1DC000,522043392,8
34,00007C6F,31855, 1F1BC000,521912320,0
36,20007C65,536902757, 1F194000,521748480,2
38,C0007C59,-1073709991, 1F164000,521551872, 0000000C
40,A0007D39,-1610580679, 1F4E4000,525221888, 0000000A
42,60007D37,1610644791, 1F4DC000,525189120,6
44,40007D30,1073773872, 1F4C0000,525074432,4
46,20007D26,536902950, 1F498000,524910592,2
48,40007D1C,1073773852, 1F470000,524746752,4
50,60007D13,1610644755, 1F44C000,524599296,6
52,A0007CA3,-1610580829, 1F28C000,522764288, 0000000A
54,C0007CAF,-1073709905, 1F2BC000,522960896, 0000000C
56,00007CBC,31932, 1F2F0000,523173888,0
58,00007CC8,31944, 1F320000,523370496,0
60,A0007CD5,-1610580779, 1F354000,523583488, 0000000A
62,20007CE3,536902883, 1F38C000,523812864,2
64,60007CF3,1610644723, 1F3CC000,524075008,6
66,E0007C02,-536839166, 1F008000,520126464, 0000000E
68,E0007C08,-536839160, 1F020000,520224768, 0000000E
70,A0007C0F,-1610580977, 1F03C000,520339456, 0000000A
72,60007C13,1610644499, 1F04C000,520404992,6
74,00007C16,31766, 1F058000,520454144,0
76,C0007C1D,-1073710051, 1F074000,520568832, 0000000C
78,20007C4B,536902731, 1F12C000,521322496,2
80,60007C40,1610644544, 1F100000,521142272,6
82,A0007C33,-1610580941, 1F0CC000,520929280, 0000000A
84,E0007C29,-536839127, 1F0A4000,520765440, 0000000E
86,60007C24,1610644516, 1F090000,520683520,6
88,80007C1E,-2147451874, 1F078000,520585216,8
90,A0007C19,-1610580967, 1F064000,520503296, 0000000A
92,20007D02,536902914, 1F408000,524320768,2
94,60007CF7,1610644727, 1F3DC000,524140544,6
96,C0007CEA,-1073709846, 1F3A8000,523927552, 0000000C
98,00007CDE,31966, 1F378000,523730944,0
100,20007CD2,536902866, 1F348000,523534336,2
102,20007CC5,536902853, 1F314000,523321344,2
104,A0007CB6,-1610580810, 1F2D8000,523075584, 0000000A
106,80007D0F,-2147451633, 1F43C000,524533760,8
108,80007D19,-2147451623, 1F464000,524697600,8
110,40007D22,1073773858, 1F488000,524845056,4
