

AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
471,235,15070.14062,-1607,FFFFF9B9,1475.38208
473,236,15134.26855,-1600,FFFFF9C0,1480.40173
475,237,15198.39648,-1593,FFFFF9C7,1583.53393
477,238,15262.52539,-1585,FFFFF9CF,1537.33618
479,239,15326.65332,-1578,FFFFF9D6,1457.70776
481,240,15390.78125,-1571,FFFFF9DD,1536.54394
483,241,15454.91015,-1563,FFFFF9E5,1581.91516
485,242,15519.03808,-1555,FFFFF9ED,1474.37976
487,243,15583.16601,-1546,FFFFF9F6,1474.22851
489,244,15647.29492,-1538,FFFFF9FE,1579.37402
491,245,15711.42285,-1531,FFFFFA05,1527.65478
493,246,15775.55078,-1523,FFFFFA0D,1447.80432
495,247,15839.67968,-1515,FFFFFA15,1537.65625
497,248,15903.80761,-1506,FFFFFA1E,1579.92590
499,249,15967.93554,-1499,FFFFFA25,1486.76037
1s
2s
3s
