353,1073805928, 4000FA68,4,0,0,0, F, A,6,8,
355,64085, 0000FA55,0,0,0,0, F, A,5,5,
357,-1073678003, C000F94D, C,0,0,0, F,9,4, D ,
359,-1073677976, C000F968, C,0,0,0, F,9,6,8,
361,63879, 0000F987,0,0,0,0, F,9,8,7,
363,-1073677916, C000F9A4, C,0,0,0, F,9, A,4,
365,1073805763, 4000F9C3,4,0,0,0, F,9, C,3,
367,-1073677849, C000F9E7, C,0,0,0, F,9, E,7,
369,-2147419633, 8000FA0F,8,0,0,0, F, A,0, F ,
371,-2147419599, 8000FA31,8,0,0,0, F, A,3,1,
373,1073805272, 4000F7D8,4,0,0,0, F,7, D,8,
375,63463, 0000F7E7,0,0,0,0, F,7, E,7,
377,1073805297, 4000F7F1,4,0,0,0, F,7, F,1,
379,1073805309, 4000F7FD,4,0,0,0, F,7, F, D ,
381,-1073678318, C000F812, C,0,0,0, F,8,1,2,
383,63532, 0000F82C,0,0,0,0, F,8,2, C ,
385,-1073678268, C000F844, C,0,0,0, F,8,4,4,
387,1073805385, 4000F849,4,0,0,0, F,8,4,9,
389,63537, 0000F831,0,0,0,0, F,8,3,1,
391,1073805345, 4000F821,4,0,0,0, F,8,2,1,
393,1073805332, 4000F814,4,0,0,0, F,8,1,4,
395,1073805316, 4000F804,4,0,0,0, F,8,0,4,
397,63473, 0000F7F1,0,0,0,0, F,7, F,1,
399,1073805277, 4000F7DD,4,0,0,0, F,7, D, D ,
401,63984, 0000F9F0,0,0,0,0, F,9, F,0,
403,-1073677870, C000F9D2, C,0,0,0, F,9, D,2,
405,-2147419723, 8000F9B5,8,0,0,0, F,9, B,5,
407,-2147419755, 8000F995,8,0,0,0, F,9,9,5,
409,-1073677967, C000F971, C,0,0,0, F,9,7,1,
411,63824, 0000F950,0,0,0,0, F,9,5,0,
413,63795, 0000F933,0,0,0,0, F,9,3,3,
415,1073805941, 4000FA75,4,0,0,0, F, A,7,5,
417,1073805956, 4000FA84,4,0,0,0, F, A,8,4,
419,64144, 0000FA90,0,0,0,0, F, A,9,0,
421,1073805979, 4000FA9B,4,0,0,0, F, A,9, B ,
423,64163, 0000FAA3,0,0,0,0, F, A, A,3,
425,-1073677655, C000FAA9, C,0,0,0, F, A, A,9,
427,-1073677650, C000FAAE, C,0,0,0, F, A, A, E ,
429,-1073677650, C000FAAE, C,0,0,0, F, A, A, E ,
431,-2147419969, 8000F8BF,8,0,0,0, F,8, B, F ,
433,63714, 0000F8E2,0,0,0,0, F,8, E,2,
435,-2147419908, 8000F8FC,8,0,0,0, F,8, F, C ,
437,1073805590, 4000F916,4,0,0,0, F,9,1,6,
439,63791, 0000F92F,0,0,0,0, F,9,2, F ,
441,1073805642, 4000F94A,4,0,0,0, F,9,4, A ,
443,1073805673, 4000F969,4,0,0,0, F,9,6,9,
445,63404, 0000F7AC,0,0,0,0, F,7, A, C ,
447,-2147420247, 8000F7A9,8,0,0,0, F,7, A,9,
449,1073805227, 4000F7AB,4,0,0,0, F,7, A, B ,
451,-1073678413, C000F7B3, C,0,0,0, F,7, B,3,
453,-1073678398, C000F7C2, C,0,0,0, F,7, C,2,
455,-2147420207, 8000F7D1,8,0,0,0, F,7, D,1,
457,-2147420192, 8000F7E0,8,0,0,0, F,7, E,0,
459,1073805529, 4000F8D9,4,0,0,0, F,8, D,9,
461,63681, 0000F8C1,0,0,0,0, F,8, C,1,
463,-1073678170, C000F8A6, C,0,0,0, F,8, A,6,
465,-2147420022, 8000F88A,8,0,0,0, F,8,8, A ,
467,-2147420050, 8000F86E,8,0,0,0, F,8,6, E ,
469,1073805394, 4000F852,4,0,0,0, F,8,5,2,
471,1073805367, 4000F837,4,0,0,0, F,8,3,7,
473,1073805937, 4000FA71,4,0,0,0, F, A,7,1,
475,1073805913, 4000FA59,4,0,0,0, F, A,5,9,
477,-2147419578, 8000FA46,8,0,0,0, F, A,4,6,
479,1073805876, 4000FA34,4,0,0,0, F, A,3,4,
481,1073805854, 4000FA1E,4,0,0,0, F, A,1, E ,
483,64004, 0000FA04,0,0,0,0, F, A,0,4,
485,63976, 0000F9E8,0,0,0,0, F,9, E,8,
487,63947, 0000F9CB,0,0,0,0, F,9, C, B ,
489,1073805806, 4000F9EE,4,0,0,0, F,9, E, E ,
491,64019, 0000FA13,0,0,0,0, F, A,1,3,
493,-2147419595, 8000FA35,8,0,0,0, F, A,3,5,
495,-1073677744, C000FA50, C,0,0,0, F, A,5,0,
497,-2147419544, 8000FA68,8,0,0,0, F, A,6,8,
499,-2147419525, 8000FA7B,8,0,0,0, F, A,7, B ,
501,1073805959, 4000FA87,4,0,0,0, F, A,8,7,
503,63519, 0000F81F,0,0,0,0, F,8,1, F ,
505,63541, 0000F835,0,0,0,0, F,8,3,5,
507,1073805387, 4000F84B,4,0,0,0, F,8,4, B ,
509,-2147420059, 8000F865,8,0,0,0, F,8,6,5,
511,-1073678205, C000F883, C,0,0,0, F,8,8,3,
513,63653, 0000F8A5,0,0,0,0, F,8, A,5,
515,1073805514, 4000F8CA,4,0,0,0, F,8, C, A ,
517,63478, 0000F7F6,0,0,0,0, F,7, F,6,
519,-2147420187, 8000F7E5,8,0,0,0, F,7, E,5,
521,1073805272, 4000F7D8,4,0,0,0, F,7, D,8,
523,63436, 0000F7CC,0,0,0,0, F,7, C, C ,
525,63421, 0000F7BD,0,0,0,0, F,7, B, D ,
527,-1073678417, C000F7AF, C,0,0,0, F,7, A, F ,
529,-1073678423, C000F7A9, C,0,0,0, F,7, A,9,
531,63845, 0000F965,0,0,0,0, F,9,6,5,
533,63811, 0000F943,0,0,0,0, F,9,4,3,
535,-1073678044, C000F924, C,0,0,0, F,9,2,4,
537,63756, 0000F90C,0,0,0,0, F,9,0, C ,
539,-1073678089, C000F8F7, C,0,0,0, F,8, F,7,
541,1073805541, 4000F8E5,4,0,0,0, F,8, E,5,
543,-1073678126, C000F8D2, C,0,0,0, F,8, D,2,
545,-1073678149, C000F8BB, C,0,0,0, F,8, B, B ,
547,1073806000, 4000FAB0,4,0,0,0, F, A, B,0,
549,-1073677643, C000FAB5, C,0,0,0, F, A, B,5,
551,-1073677646, C000FAB2, C,0,0,0, F, A, B,2,
553,-1073677661, C000FAA3, C,0,0,0, F, A, A,3,
555,64139, 0000FA8B,0,0,0,0, F, A,8, B ,
557,-1073677712, C000FA70, C,0,0,0, F, A,7,0,
559,1073805916, 4000FA5C,4,0,0,0, F, A,5, C ,
561,-2147419845, 8000F93B,8,0,0,0, F,9,3, B ,
563,1073805657, 4000F959,4,0,0,0, F,9,5,9,
565,-2147419783, 8000F979,8,0,0,0, F,9,7,9,
567,-1073677931, C000F995, C,0,0,0, F,9,9,5,
569,-1073677904, C000F9B0, C,0,0,0, F,9, B,0,
571,-1073677873, C000F9CF, C,0,0,0, F,9, C, F ,
573,1073805810, 4000F9F2,4,0,0,0, F,9, F,2,
575,1073805254, 4000F7C6,4,0,0,0, F,7, C,6,
577,-2147420204, 8000F7D4,8,0,0,0, F,7, D,4,
579,1073805284, 4000F7E4,4,0,0,0, F,7, E,4,
581,-1073678353, C000F7EF, C,0,0,0, F,7, E, F ,
583,63482, 0000F7FA,0,0,0,0, F,7, F, A ,
585,-1073678327, C000F809, C,0,0,0, F,8,0,9,
587,1073805341, 4000F81D,4,0,0,0, F,8,1, D ,
589,-2147420057, 8000F867,8,0,0,0, F,8,6,7,
591,63566, 0000F84E,0,0,0,0, F,8,4, E ,
593,-1073678285, C000F833, C,0,0,0, F,8,3,3,
595,-2147420127, 8000F821,8,0,0,0, F,8,2,1,
597,-2147420135, 8000F819,8,0,0,0, F,8,1,9,
599,63499, 0000F80B,0,0,0,0, F,8,0, B ,
601,63476, 0000F7F4,0,0,0,0, F,7, F,4,
603,1073805851, 4000FA1B,4,0,0,0, F, A,1, B ,
605,1073805824, 4000FA00,4,0,0,0, F, A,0,0,
607,1073805792, 4000F9E0,4,0,0,0, F,9, E,0,
609,-2147419710, 8000F9C2,8,0,0,0, F,9, C,2,
611,-1073677914, C000F9A6, C,0,0,0, F,9, A,6,
613,1073805702, 4000F986,4,0,0,0, F,9,8,6,
615,1073805665, 4000F961,4,0,0,0, F,9,6,1,
617,64086, 0000FA56,0,0,0,0, F, A,5,6,
619,-2147419543, 8000FA69,8,0,0,0, F, A,6,9,
621,-2147419525, 8000FA7B,8,0,0,0, F, A,7, B ,
623,64138, 0000FA8A,0,0,0,0, F, A,8, A ,
625,1073805975, 4000FA97,4,0,0,0, F, A,9,7,
627,1073805986, 4000FAA2,4,0,0,0, F, A, A,2,
629,64171, 0000FAAB,0,0,0,0, F, A, A, B ,
631,1073805419, 4000F86B,4,0,0,0, F,8,6, B ,
633,1073805450, 4000F88A,4,0,0,0, F,8,8, A ,
635,63664, 0000F8B0,0,0,0,0, F,8, B,0,
637,1073805524, 4000F8D4,4,0,0,0, F,8, D,4,
639,-2147419916, 8000F8F4,8,0,0,0, F,8, F,4,
641,-1073678063, C000F911, C,0,0,0, F,9,1,1,
643,-2147419863, 8000F929,8,0,0,0, F,9,2,9,
645,-2147419840, 8000F940,8,0,0,0, F,9,4,0,
647,-1073678409, C000F7B7, C,0,0,0, F,7, B,7,
649,-1073678415, C000F7B1, C,0,0,0, F,7, B,1,
651,1073805227, 4000F7AB,4,0,0,0, F,7, A, B ,
653,1073805227, 4000F7AB,4,0,0,0, F,7, A, B ,
655,1073805236, 4000F7B4,4,0,0,0, F,7, B,4,
657,1073805246, 4000F7BE,4,0,0,0, F,7, B, E ,
659,-1073678390, C000F7CA, C,0,0,0, F,7, C, A ,
661,-1073678091, C000F8F5, C,0,0,0, F,8, F,5,
663,-1073678109, C000F8E3, C,0,0,0, F,8, E,3,
665,1073805519, 4000F8CF,4,0,0,0, F,8, C, F ,
667,63672, 0000F8B8,0,0,0,0, F,8, B,8,
669,-1073678181, C000F89B, C,0,0,0, F,8,9, B ,
671,1073805440, 4000F880,4,0,0,0, F,8,8,0,
673,-2147420058, 8000F866,8,0,0,0, F,8,6,6,
675,-2147419484, 8000FAA4,8,0,0,0, F, A, A,4,
677,-1073677686, C000FA8A, C,0,0,0, F, A,8, A ,
679,-2147419535, 8000FA71,8,0,0,0, F, A,7,1,
681,64093, 0000FA5D,0,0,0,0, F, A,5, D ,
683,64075, 0000FA4B,0,0,0,0, F, A,4, B ,
685,-1073677769, C000FA37, C,0,0,0, F, A,3,7,
687,-2147419616, 8000FA20,8,0,0,0, F, A,2,0,
689,-1073677919, C000F9A1, C,0,0,0, F,9, A,1,
691,-2147419713, 8000F9BF,8,0,0,0, F,9, B, F ,
693,-1073677854, C000F9E2, C,0,0,0, F,9, E,2,
695,-2147419640, 8000FA08,8,0,0,0, F, A,0,8,
697,-2147419605, 8000FA2B,8,0,0,0, F, A,2, B ,
699,1073805896, 4000FA48,4,0,0,0, F, A,4,8,
701,1073805919, 4000FA5F,4,0,0,0, F, A,5, F ,
703,-2147420171, 8000F7F5,8,0,0,0, F,7, F,5,
705,-1073678335, C000F801, C,0,0,0, F,8,0,1,
707,1073805332, 4000F814,4,0,0,0, F,8,1,4,
709,63533, 0000F82D,0,0,0,0, F,8,2, D ,
711,63559, 0000F847,0,0,0,0, F,8,4,7,
713,-2147420068, 8000F85C,8,0,0,0, F,8,5, C ,
715,-1073678221, C000F873, C,0,0,0, F,8,7,3,
717,-1073678304, C000F820, C,0,0,0, F,8,2,0,
719,1073805329, 4000F811,4,0,0,0, F,8,1,1,
721,63488, 0000F800,0,0,0,0, F,8,0,0,
723,-2147420178, 8000F7EE,8,0,0,0, F,7, E, E ,
725,63454, 0000F7DE,0,0,0,0, F,7, D, E ,
727,-1073678384, C000F7D0, C,0,0,0, F,7, D,0,
729,1073805254, 4000F7C6,4,0,0,0, F,7, C,6,
731,-2147419714, 8000F9BE,8,0,0,0, F,9, B, E ,
733,-2147419743, 8000F9A1,8,0,0,0, F,9, A,1,
735,63871, 0000F97F,0,0,0,0, F,9,7, F ,
737,-2147419814, 8000F95A,8,0,0,0, F,9,5, A ,
739,-2147419849, 8000F937,8,0,0,0, F,9,3,7,
741,63773, 0000F91D,0,0,0,0, F,9,1, D ,
743,63754, 0000F90A,0,0,0,0, F,9,0, A ,
745,63732, 0000F8F4,0,0,0,0, F,8, F,4,
747,-1073677677, C000FA93, C,0,0,0, F, A,9,3,
749,64157, 0000FA9D,0,0,0,0, F, A,9, D ,
751,1073805987, 4000FAA3,4,0,0,0, F, A, A,3,
753,-2147419479, 8000FAA9,8,0,0,0, F, A, A,9,
755,-1073677652, C000FAAC, C,0,0,0, F, A, A, C ,
757,1073805988, 4000FAA4,4,0,0,0, F, A, A,4,
759,64144, 0000FA90,0,0,0,0, F, A,9,0,
761,1073805568, 4000F900,4,0,0,0, F,9,0,0,
763,1073805594, 4000F91A,4,0,0,0, F,9,1, A ,
765,-2147419853, 8000F933,8,0,0,0, F,9,3,3,
767,-1073678004, C000F94C, C,0,0,0, F,9,4, C ,
769,63850, 0000F96A,0,0,0,0, F,9,6, A ,
771,63880, 0000F988,0,0,0,0, F,9,8,8,
773,1073805733, 4000F9A5,4,0,0,0, F,9, A,5,
775,-2147420245, 8000F7AB,8,0,0,0, F,7, A, B ,
777,63410, 0000F7B2,0,0,0,0, F,7, B,2,
779,-2147420225, 8000F7BF,8,0,0,0, F,7, B, F ,
781,-2147420208, 8000F7D0,8,0,0,0, F,7, D,0,
783,1073805279, 4000F7DF,4,0,0,0, F,7, D, F ,
785,63466, 0000F7EA,0,0,0,0, F,7, E, A ,
787,-1073678348, C000F7F4, C,0,0,0, F,7, F,4,
789,63662, 0000F8AE,0,0,0,0, F,8, A, E ,
791,-1073678194, C000F88E, C,0,0,0, F,8,8, E ,
793,63602, 0000F872,0,0,0,0, F,8,7,2,
795,63576, 0000F858,0,0,0,0, F,8,5,8,
797,63549, 0000F83D,0,0,0,0, F,8,3, D ,
799,-2147420118, 8000F82A,8,0,0,0, F,8,2, A ,
801,1073805343, 4000F81F,4,0,0,0, F,8,1, F ,
803,-2147420142, 8000F812,8,0,0,0, F,8,1,2,
805,64060, 0000FA3C,0,0,0,0, F, A,3, C ,
807,-1073677784, C000FA28, C,0,0,0, F, A,2,8,
809,-2147419632, 8000FA10,8,0,0,0, F, A,1,0,
811,1073805811, 4000F9F3,4,0,0,0, F,9, F,3,
813,1073805780, 4000F9D4,4,0,0,0, F,9, D,4,
815,-2147419720, 8000F9B8,8,0,0,0, F,9, B,8,
817,1073805724, 4000F99C,4,0,0,0, F,9,9, C ,
819,-1073677775, C000FA31, C,0,0,0, F, A,3,1,
821,-1073677748, C000FA4C, C,0,0,0, F, A,4, C ,
823,1073805922, 4000FA62,4,0,0,0, F, A,6,2,
825,1073805942, 4000FA76,4,0,0,0, F, A,7,6,
827,1073805956, 4000FA84,4,0,0,0, F, A,8,4,
829,1073805967, 4000FA8F,4,0,0,0, F, A,8, F ,
831,-2147419493, 8000FA9B,8,0,0,0, F, A,9, B ,
833,-1073678261, C000F84B, C,0,0,0, F,8,4, B ,
835,1073805408, 4000F860,4,0,0,0, F,8,6,0,
837,-2147420038, 8000F87A,8,0,0,0, F,8,7, A ,
839,1073805467, 4000F89B,4,0,0,0, F,8,9, B ,
841,-2147419967, 8000F8C1,8,0,0,0, F,8, C,1,
843,1073805541, 4000F8E5,4,0,0,0, F,8, E,5,
845,1073805571, 4000F903,4,0,0,0, F,9,0,3,
847,-2147420199, 8000F7D9,8,0,0,0, F,7, D,9,
849,-1073678387, C000F7CD, C,0,0,0, F,7, C, D ,
851,63429, 0000F7C5,0,0,0,0, F,7, C,5,
853,-2147420233, 8000F7B7,8,0,0,0, F,7, B,7,
855,-1073678420, C000F7AC, C,0,0,0, F,7, A, C ,
857,-2147420247, 8000F7A9,8,0,0,0, F,7, A,9,
859,63401, 0000F7A9,0,0,0,0, F,7, A,9,
861,1073805620, 4000F934,4,0,0,0, F,9,3,4,
863,-2147419880, 8000F918,8,0,0,0, F,9,1,8,
865,-1073678078, C000F902, C,0,0,0, F,9,0,2,
867,1073805550, 4000F8EE,4,0,0,0, F,8, E, E ,
869,-1073678120, C000F8D8, C,0,0,0, F,8, D,8,
871,-1073678142, C000F8C2, C,0,0,0, F,8, C,2,
873,-1073678167, C000F8A9, C,0,0,0, F,8, A,9,
875,-2147419472, 8000FAB0,8,0,0,0, F, A, B,0,
877,64176, 0000FAB0,0,0,0,0, F, A, B,0,
879,64163, 0000FAA3,0,0,0,0, F, A, A,3,
881,-1073677684, C000FA8C, C,0,0,0, F, A,8, C ,
883,-2147419533, 8000FA73,8,0,0,0, F, A,7,3,
885,64093, 0000FA5D,0,0,0,0, F, A,5, D ,
