
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
init 
start I2S -> sleep 1s 
before start DMA 
sleep 1s k:0 j:0 

ChibiOS/RT Shell
ch> sleep 2s k:1 j:0 
sleep 3s k:2 j:0 
sleep 4s k:3 j:0 
sleep 5s k:4 j:0 
sleep 6s k:5 j:0 
sleep 7s k:6 j:0 
sleep 8s k:7 j:0 
sleep 9s k:0 j:1 
sleep 10s k:1 j:1 
sleep 11s k:2 j:1 
sleep 12s k:3 j:1 
sleep 13s k:4 j:1 
sleep 14s k:5 j:1 
sleep 15s k:6 j:1 
sleep 16s k:7 j:1 
sleep 17s k:0 j:2 
sleep 18s k:1 j:2 
sleep 19s k:2 j:2 
sleep 20s k:3 j:2 
sleep 21s k:4 j:2 
sleep 22s k:5 j:2 
sleep 23s k:6 j:2 
sleep 24s k:7 j:2 
sleep 25s k:0 j:3 
sleep 26s k:1 j:3 
sleep 27s k:2 j:3 
sleep 28s k:3 j:3 
sleep 29s k:4 j:3 
sleep 30s k:5 j:3 
sleep 31s k:6 j:3 
sleep 32s k:7 j:3 
sleep 33s k:0 j:4 
sleep 34s k:1 j:4 
sleep 35s k:2 j:4 
sleep 36s k:3 j:4 
sleep 37s k:4 j:4 
sleep 38s k:5 j:4 
sleep 39s k:6 j:4 
sleep 40s k:7 j:4 
sleep 41s k:0 j:5 
sleep 42s k:1 j:5 
sleep 43s k:2 j:5 
sleep 44s k:3 j:5 
sleep 45s k:4 j:5 
sleep 46s k:5 j:5 
sleep 47s k:6 j:5 
sleep 48s k:7 j:5 
sleep 49s k:0 j:6 
sleep 50s k:1 j:6 
sleep 51s k:2 j:6 
sleep 52s k:3 j:6 
sleep 53s k:4 j:6 
sleep 54s k:5 j:6 
sleep 55s k:6 j:6 
sleep 56s k:7 j:6 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
473,236,7559.55957,-1745,FFFFF92F,933.91503
475,237,7591.59179,-1746,FFFFF92E,933.40051
477,238,7623.62353,-1746,FFFFF92E,930.67065
479,239,7655.65576,-1747,FFFFF92D,916.98516
481,240,7687.68750,-1747,FFFFF92D,907.66101
483,241,7719.71972,-1748,FFFFF92C,929.71661
485,242,7751.75195,-1748,FFFFF92C,945.86437
487,243,7783.78369,-1748,FFFFF92C,931.40228
489,244,7815.81591,-1749,FFFFF92B,934.24304
491,245,7847.84765,-1749,FFFFF92B,947.34643
493,246,7879.87988,-1750,FFFFF92A,931.49066
495,247,7911.91210,-1751,FFFFF929,898.55426
497,248,7943.94384,-1751,FFFFF929,942.93969
499,249,7975.97607,-1752,FFFFF928,942.84826
501,250,8008.00781,-1753,FFFFF927,938.36663
503,251,8040.04003,-1753,FFFFF927,956.71826
505,252,8072.07226,-1753,FFFFF927,958.44989
507,253,8104.10400,-1753,FFFFF927,954.17681
509,254,8136.13623,-1754,FFFFF926,937.44561
511,255,8168.16796,-1754,FFFFF926,956.65136
513,256,8200.20019,-1755,FFFFF925,960.44671
515,257,8232.23242,-1757,FFFFF923,948.62396
517,258,8264.26464,-1758,FFFFF922,938.46887
519,259,8296.29589,-1757,FFFFF923,950.12896
521,260,8328.32812,-1758,FFFFF922,959.94616
523,261,8360.36035,-1759,FFFFF921,942.03656
525,262,8392.39257,-1759,FFFFF921,913.50939
527,263,8424.42480,-1758,FFFFF922,973.24908
529,264,8456.45605,-1758,FFFFF922,970.81243
531,265,8488.48828,-1759,FFFFF921,948.10443
533,266,8520.52050,-1759,FFFFF921,939.59906
535,267,8552.55273,-1759,FFFFF921,935.00378
537,268,8584.58496,-1760,FFFFF920,949.70001
539,269,8616.61621,-1761,FFFFF91F,961.97149
541,270,8648.64843,-1762,FFFFF91E,948.02563
543,271,8680.68066,-1761,FFFFF91F,955.28277
545,272,8712.71289,-1761,FFFFF91F,928.99328
547,273,8744.74511,-1761,FFFFF91F,941.30474
549,274,8776.77636,-1761,FFFFF91F,967.11358
551,275,8808.80859,-1760,FFFFF920,973.20812
553,276,8840.84082,-1762,FFFFF91E,963.90075
555,277,8872.87304,-1762,FFFFF91E,956.29595
557,278,8904.90527,-1761,FFFFF91F,967.01580
559,279,8936.93652,-1761,FFFFF91F,975.59094
561,280,8968.96875,-1762,FFFFF91E,969.68701
563,281,9001.00097,-1762,FFFFF91E,965.28717
565,282,9033.03320,-1761,FFFFF91F,942.59735
567,283,9065.06542,-1760,FFFFF920,967.31488
569,284,9097.09667,-1760,FFFFF920,962.68365
571,285,9129.12890,-1760,FFFFF920,967.12963
573,286,9161.16113,-1759,FFFFF921,949.56231
575,287,9193.19335,-1759,FFFFF921,958.46868
577,288,9225.22558,-1759,FFFFF921,957.58679
579,289,9257.25683,-1759,FFFFF921,973.28289
581,290,9289.28906,-1758,FFFFF922,951.68194
583,291,9321.32128,-1758,FFFFF922,957.53033
585,292,9353.35351,-1757,FFFFF923,947.31890
587,293,9385.38574,-1756,FFFFF924,965.57867
589,294,9417.41699,-1755,FFFFF925,975.70129
591,295,9449.44921,-1754,FFFFF926,993.25738
593,296,9481.48144,-1753,FFFFF927,986.61944
595,297,9513.51367,-1753,FFFFF927,961.12408
597,298,9545.54589,-1754,FFFFF926,971.95050
599,299,9577.57714,-1753,FFFFF927,989.82299
