,,,,,
AMiRo LightRing 1.0,,,,,
Bootloader 1.1.1,,,,,
ChibiOS 2.6.8,,,,,
Board ID: 36,,,,,
,,,,,
starting robot ,,,,,
before init ,,,,,
starting robot ,,,,,
before init ,,,,,
init ,,,,,
start I2S -> sleep 1s ,,,,,
,,,,,
ChibiOS/RT Shell,,,,,
ch> before start DMA ,,,,,
before stop DMA ,,,,,
stop DMA -> sleep 1s ,,,,,
before stop I2S ,,,,,
stop I2S -> 1s ,,,,,
Cycle 0,,,,,
i, k, frequency, d1, d1, i2s_fft_buf[k]
1,0,0,-1548,FFFFF9F4,0
3,1,32.03203,-1546,FFFFF9F6,2562.64477
5,2,64.06406,-1545,FFFFF9F7,2761.61474
7,3,96.09609,-1542,FFFFF9FA,944.93078
9,4,128.12812,-1541,FFFFF9FB,710.12921
11,5,160.16015,-1540,FFFFF9FC,1509.82507
13,6,192.19219,-1539,FFFFF9FD,1894.94091
15,7,224.22422,-1538,FFFFF9FE,2367.89501
17,8,256.25625,-1537,FFFFF9FF,2298.13549
19,9,288.28829,-1536,FFFFFA00,1679.39978
21,10,320.32031,-1535,FFFFFA01,596.51147
23,11,352.35235,-1534,FFFFFA02,792.81732
25,12,384.38439,-1533,FFFFFA03,2861.64672
27,13,416.41641,-1533,FFFFFA03,7579.23779
29,14,448.44845,-1534,FFFFFA02,11716.82519
31,15,480.48046,-1535,FFFFFA01,2968.80566
33,16,512.51251,-1537,FFFFF9FF,2853.71411
35,17,544.54455,-1538,FFFFF9FE,2706.91528
37,18,576.57659,-1538,FFFFF9FE,2150.64111
39,19,608.60858,-1540,FFFFF9FC,1551.02856
41,20,640.64062,-1544,FFFFF9F8,946.36706
43,21,672.67266,-1547,FFFFF9F5,1123.8142
45,22,704.70471,-1549,FFFFF9F3,1584.92993
47,23,736.73675,-1553,FFFFF9EF,1837.09912
49,24,768.76879,-1556,FFFFF9EC,1861.29821
51,25,800.80078,-1557,FFFFF9EB,1739.0122
53,26,832.83282,-1560,FFFFF9E8,1414.63464
55,27,864.86486,-1562,FFFFF9E6,1532.28051
57,28,896.89691,-1564,FFFFF9E4,1255.36108
59,29,928.92895,-1567,FFFFF9E1,1575.38806
61,30,960.96093,-1570,FFFFF9DE,1721.06799
63,31,992.99298,-1572,FFFFF9DC,1791.41406
65,32,1025.02502,-1574,FFFFF9DA,1626.65844
67,33,1057.057,-1577,FFFFF9D7,1491.2246
69,34,1089.08911,-1580,FFFFF9D4,1421.45983
71,35,1121.12109,-1582,FFFFF9D2,1467.74755
73,36,1153.15319,-1584,FFFFF9D0,1588.10046
75,37,1185.18518,-1587,FFFFF9CD,1667.4425
77,38,1217.21716,-1589,FFFFF9CB,1659.61132
79,39,1249.24926,-1590,FFFFF9CA,1586.29211
81,40,1281.28125,-1590,FFFFF9CA,1453.34106
83,41,1313.31335,-1592,FFFFF9C8,1586.46362
85,42,1345.34533,-1594,FFFFF9C6,1502.12121
87,43,1377.37731,-1595,FFFFF9C5,1582.89343
89,44,1409.40942,-1596,FFFFF9C4,1667.94885
91,45,1441.4414,-1597,FFFFF9C3,1705.94531
93,46,1473.47351,-1597,FFFFF9C3,1565.23657
95,47,1505.50549,-1597,FFFFF9C3,1492.03088
97,48,1537.53759,-1598,FFFFF9C2,1479.98229
99,49,1569.56958,-1598,FFFFF9C2,1450.70751
101,50,1601.60156,-1597,FFFFF9C3,1573.62438
103,51,1633.63366,-1596,FFFFF9C4,1680.80737
105,52,1665.66564,-1595,FFFFF9C5,1591.29199
107,53,1697.69775,-1593,FFFFF9C7,1554.70007
109,54,1729.72973,-1592,FFFFF9C8,1417.7052
111,55,1761.76171,-1591,FFFFF9C9,1413.17785
113,56,1793.79382,-1591,FFFFF9C9,1524.91369
115,57,1825.8258,-1589,FFFFF9CB,1571.70495
117,58,1857.85791,-1587,FFFFF9CD,1600.52978
119,59,1889.88989,-1584,FFFFF9D0,1622.12011
121,60,1921.92187,-1581,FFFFF9D3,1530.70397
123,61,1953.95397,-1579,FFFFF9D5,1487.13793
125,62,1985.98596,-1576,FFFFF9D8,1450.79907
127,63,2018.01806,-1574,FFFFF9DA,1515.04125
129,64,2050.05004,-1571,FFFFF9DD,1519.66357
131,65,2082.08203,-1568,FFFFF9E0,1612.2052
133,66,2114.11401,-1565,FFFFF9E3,1613.42651
135,67,2146.14624,-1563,FFFFF9E5,1562.36267
137,68,2178.17822,-1561,FFFFF9E7,1499.62927
139,69,2210.2102,-1559,FFFFF9E9,1407.36499
141,70,2242.24218,-1557,FFFFF9EB,1559.78771
143,71,2274.27416,-1555,FFFFF9ED,1558.89343
145,72,2306.30639,-1552,FFFFF9F0,1584.64221
147,73,2338.33837,-1549,FFFFF9F3,1603.02844
149,74,2370.37036,-1547,FFFFF9F5,1501.29028
151,75,2402.40234,-1545,FFFFF9F7,1456.94177
153,76,2434.43432,-1544,FFFFF9F8,1508.61047
