F8958000
833,-124403712,F895C000
835,-124305408,F8974000
837,-124239872,F8984000
839,-124125184,F89A0000
841,-123879424,F89DC000
843,-123518976,F8A34000
845,-123174912,F8A88000
847,-122830848,F8ADC000
849,-122552320,F8B20000
851,-122273792,F8B64000
853,-119439360,F8E18000
855,-120455168,F8D20000
857,-121257984,F8C5C000
859,-121896960,F8BC0000
861,-122290176,F8B60000
863,-122535936,F8B24000
865,-122748928,F8AF0000
867,-122929152,F8AC4000
869,-123207680,F8A80000
871,-123453440,F8A44000
873,-123830272,F89E8000
875,-124272640,F897C000
877,-124600320,F892C000
879,-124780544,F8900000
881,-124764160,F8904000
883,-113901568,F9360000
885,-114573312,F92BC000
887,-115097600,F923C000
889,-115572736,F91C8000
891,-115982336,F9164000
893,-116539392,F90DC000
895,-117391360,F900C000
897,-118292480,F8F30000
899,-119177216,F8E58000
901,-120078336,F8D7C000
903,-120930304,F8CAC000
905,-121569280,F8C10000
907,-121995264,F8BA8000
909,-122257408,F8B68000
911,-122421248,F8B40000
913,-108986368,F9810000
915,-109232128,F97D4000
917,-109625344,F9774000
919,-110198784,F96E8000
921,-110837760,F964C000
923,-111591424,F9594000
925,-112443392,F94C4000
927,-113295360,F93F4000
929,-114130944,F9328000
931,-114819072,F9280000
933,-115261440,F9214000
935,-115638272,F91B8000
937,-116113408,F9144000
939,-116719616,F90B0000
941,-117604352,F8FD8000
943,-118505472,F8EFC000
945,-104873984,F9BFC000
947,-105299968,F9B94000
949,-106086400,F9AD4000
951,-106987520,F99F8000
953,-107642880,F9958000
955,-108183552,F98D4000
957,-108560384,F9878000
959,-108871680,F982C000
961,-109248512,F97D0000
963,-109674496,F9768000
965,-110329856,F96C8000
967,-111181824,F95F8000
969,-112082944,F951C000
971,-112951296,F9448000
973,-113737728,F9388000
975,-105447424,F9B70000
977,-105136128,F9BBC000
979,-105021440,F9BD8000
981,-104988672,F9BE0000
983,-104792064,F9C10000
985,-104677376,F9C2C000
987,-104562688,F9C48000
989,-104480768,F9C5C000
991,-104742912,F9C1C000
993,-105250816,F9BA0000
995,-105906176,F9B00000
997,-106758144,F9A30000
999,-107479040,F9980000
1001,-107970560,F9908000
1003,-108429312,F9898000
1005,-112705536,F9484000
1007,-111722496,F9574000
1009,-110510080,F969C000
1011,-109297664,F97C4000
1013,-108216320,F98CC000
1015,-107184128,F99C8000
1017,-106299392,F9AA0000
1019,-105644032,F9B40000
1021,-105250816,F9BA0000
1023,-105070592,F9BCC000
1025,-104972288,F9BE4000
1027,-104775680,F9C14000
1029,-104595456,F9C40000
1031,-104349696,F9C7C000
1033,-104022016,F9CCC000
1035,-120029184,F8D88000
1037,-118849536,F8EA8000
1039,-117817344,F8FA4000
1041,-116867072,F908C000
1043,-115949568,F916C000
1045,-115261440,F9214000
1047,-114491392,F92D0000
1049,-113737728,F9388000
1051,-112967680,F9444000
1053,-112001024,F9530000
1055,-110837760,F964C000
1057,-109641728,F9770000
1059,-108462080,F9890000
1061,-107282432,F99B0000
1063,-123863040,F89E0000
1065,-123551744,F8A2C000
1067,-123289600,F8A6C000
1069,-122994688,F8AB4000
1071,-122601472,F8B14000
1073,-122290176,F8B60000
1075,-121831424,F8BD0000
1077,-121143296,F8C78000
1079,-120324096,F8D40000
1081,-119259136,F8E44000
1083,-118243328,F8F3C000
1085,-117260288,F902C000
1087,-116293632,F9118000
1089,-115376128,F91F8000
1091,-114540544,F92C4000
1093,-124600320,F892C000
1095,-124993536,F88CC000
1097,-125337600,F8878000
1099,-125550592,F8844000
1101,-125648896,F882C000
1103,-125485056,F8854000
1105,-125124608,F88AC000
1107,-124796928,F88FC000
1109,-124420096,F8958000
1111,-124059648,F89B0000
1113,-123830272,F89E8000
1115,-123551744,F8A2C000
1117,-123207680,F8A80000
1119,-122929152,F8AC4000
1121,-120274944,F8D4C000
1123,-121159680,F8C74000
1125,-121765888,F8BE0000
1127,-122241024,F8B6C000
1129,-122650624,F8B08000
1131,-122929152,F8AC4000
1133,-123142144,F8A90000
1135,-123551744,F8A2C000
1137,-123994112,F89C0000
1139,-124338176,F896C000
1141,-124665856,F891C000
1143,-125059072,F88BC000
1145,-125337600,F8878000
1147,-125370368,F8870000
1149,-125239296,F8890000
1151,-114245632,F930C000
1153,-114900992,F926C000
1155,-115490816,F91DC000
1157,-116097024,F9148000
1159,-116867072,F908C000
1161,-117702656,F8FC0000
1163,-118538240,F8EF4000
1165,-119406592,F8E20000
1167,-120389632,F8D30000
1169,-121225216,F8C64000
1171,-121782272,F8BDC000
1173,-122273792,F8B64000
1175,-122634240,F8B0C000
1177,-122961920,F8ABC000
1179,-108281856,F98BC000
1181,-108609536,F986C000
1183,-109084672,F97F8000
1185,-109641728,F9770000
1187,-110428160,F96B0000
1189,-111345664,F95D0000
1191,-112328704,F94E0000
1193,-113311744,F93F0000
1195,-114098176,F9330000
1197,-114753536,F9290000
1199,-115277824,F9210000
1201,-115752960,F919C000
1203,-116277248,F911C000
1205,-116916224,F9080000
1207,-117653504,F8FCC000
1209,-103464960,F9D54000
1211,-103661568,F9D24000
1213,-104136704,F9CB0000
1215,-104693760,F9C28000
1217,-105267200,F9B9C000
1219,-105988096,F9AEC000
1221,-106692608,F9A40000
1223,-107266048,F99B4000
1225,-107757568,F993C000
1227,-108101632,F98E8000
1229,-108527616,F9880000
1231,-109150208,F97E8000
1233,-109903872,F9730000
1235,-110886912,F9640000
1237,-105889792,F9B04000
1239,-105152512,F9BB8000
1241,-104644608,F9C34000
1243,-104300544,F9C88000
1245,-104120320,F9CB4000
1247,-103956480,F9CDC000
1249,-103759872,F9D0C000
1251,-103596032,F9D34000
1253,-103514112,F9D48000
1255,-103497728,F9D4C000
1257,-103710720,F9D18000
1259,-104185856,F9CA4000
1261,-104808448,F9C0C000
1263,-105480192,F9B68000
1265,-106201088,F9AB8000
1267,-114475008,F92D4000
1269,-113623040,F93A4000
1271,-112721920,F9480000
1273,-111689728,F957C000
1275,-110542848,F9694000
1277,-109314048,F97C0000
1279,-108085248,F98EC000
1281,-107184128,F99C8000
1283,-106463232,F9A78000
1285,-105709568,F9B30000
1287,-105103360,F9BC4000
1289,-104693760,F9C28000
1291,-104398848,F9C70000
1293,-104235008,F9C98000
1295,-104071168,F9CC0000
1297,-122109952,F8B8C000
1299,-121241600,F8C60000
1301,-120258560,F8D50000
1303,-119128064,F8E64000
1305,-118161408,F8F50000
1307,-117309440,F9020000
1309,-116408320,F90FC000
1311,-115523584,F91D4000
1313,-114622464,F92B0000
1315,-113672192,F9398000
1317,-112590848,F94A0000
1319,-111575040,F9598000
1321,-110575616,F968C000
1323,-109445120,F97A0000
1325,-125730816,F8818000
1327,-125272064,F8888000
1329,-124944384,F88D8000
1331,-124534784,F893C000
1333,-124207104,F898C000
1335,-123977728,F89C4000
1337,-123568128,F8A28000
1339,-123109376,F8A98000
1341,-122667008,F8B04000
1343,-122044416,F8B9C000
1345,-121143296,F8C78000
1347,-120225792,F8D58000
1349,-119128064,F8E64000
1351,-118030336,F8F70000
1353,-117227520,F9034000
1355,-124239872,F8984000
1357,-124731392,F890C000
1359,-125157376,F88A4000
1361,-125485056,F8854000
1363,-125763584,F8810000
1365,-125992960,F87D8000
1367,-126058496,F87C8000
1369,-125894656,F87F0000
1371,-125665280,F8828000
1373,-125386752,F886C000
1375,-125026304,F88C4000
1377,-124682240,F8918000
1379,-124370944,F8964000
1381,-124059648,F89B0000
1383,-118669312,F8ED4000
1385,-119668736,F8DE0000
1387,-120619008,F8CF8000
1389,-121372672,F8C40000
1391,-122044416,F8B9C000
1393,-122568704,F8B1C000
1395,-122994688,F8AB4000
1397,-123387904,F8A54000
1399,-123912192,F89D4000
1401,-124370944,F8964000
1403,-124731392,F890C000
1405,-125206528,F8898000
1407,-125681664,F8824000
1409,-125960192,F87E0000
1411,-126107648,F87BC000
1413,-112525312,F94B0000
1415,-113180672,F9410000
1417,-113836032,F9370000
1419,-114556928,F92C0000
1421,-115326976,F9204000
1423,-116031488,F9158000
1425,-116817920,F9098000
1427,-117751808,F8FB4000
1429,-118636544,F8EDC000
1431,-119455744,F8E14000
1433,-120373248,F8D34000
1435,-121208832,F8C68000
1437,-121978880,F8BAC000
1439,-122568704,F8B1C000
1441,-106758144,F9A30000
1443,-107413504,F9990000
1445,-107823104,F992C000
1447,-108232704,F98C8000
1449,-108756992,F9848000
1451,-109363200,F97B4000
1453,-110166016,F96F0000
1455,-111149056,F9600000
1457,-112230400,F94F8000
1459,-113180672,F9410000
1461,-113836032,F9370000
1463,-114442240,F92DC000
1465,-115081216,F9240000
1467,-115720192,F91A4000
1469,-116375552,F9104000
1471,-103890944,F9CEC000
1473,-103628800,F9D2C000
1475,-103432192,F9D5C000
1477,-103628800,F9D2C000
1479,-104087552,F9CBC000
1481,-104759296,F9C18000
1483,-105529344,F9B5C000
1485,-106217472,F9AB4000
1487,-106856448,F9A18000
1489,-107413504,F9990000
1491,-107937792,F9910000
1493,-108429312,F9898000
1495,-108904448,F9824000
1497,-109461504,F979C000
1499,-110264320,F96D8000
1501,-108019712,F98FC000
1503,-107069440,F99E4000
1505,-106086400,F9AD4000
1507,-105381888,F9B80000
1509,-104972288,F9BE4000
1511,-104562688,F9C48000
1513,-104333312,F9C80000
1515,-104120320,F9CB4000
1517,-103776256,F9D08000
1519,-103530496,F9D44000
1521,-103432192,F9D5C000
