6,FFFFF7C6,,,
541,-84131840,FAFC4000,-1284,FFFFFAFC
543,-90259456,FA9EC000,-1378,FFFFFA9E
545,-96698368,FA3C8000,-1476,FFFFFA3C
547,-104136704,F9CB0000,-1589,FFFFF9CB
549,-113082368,F9428000,-1726,FFFFF942
551,-123011072,F8AB0000,-1877,FFFFF8AB
553,-132759552,F8164000,-2026,FFFFF816
555,-141082624,F7974000,-2153,FFFFF797
557,-158597120,F68C0000,-2420,FFFFF68C
559,-159301632,F6814000,-2431,FFFFF681
561,-157581312,F69B8000,-2405,FFFFF69B
563,-153124864,F6DF8000,-2337,FFFFF6DF
565,-147324928,F7380000,-2248,FFFFF738
567,-141393920,F7928000,-2158,FFFFF792
569,-135806976,F7E7C000,-2073,FFFFF7E7
571,-129908736,F841C000,-1983,FFFFF841
573,-122503168,F8B2C000,-1870,FFFFF8B2
575,-84295680,FAF9C000,-1287,FFFFFAF9
577,-79085568,FB494000,-1207,FFFFFB49
579,-74629120,FB8D4000,-1139,FFFFFB8D
581,-71041024,FBC40000,-1084,FFFFFBC4
583,-68911104,FBE48000,-1052,FFFFFBE4
585,-69271552,FBDF0000,-1057,FFFFFBDF
587,-72302592,FBB0C000,-1104,FFFFFBB0
589,-77299712,FB648000,-1180,FFFFFB64
591,-83460096,FB068000,-1274,FFFFFB06
593,-89948160,FAA38000,-1373,FFFFFAA3
595,-128237568,F85B4000,-1957,FFFFF85B
597,-137412608,F7CF4000,-2097,FFFFF7CF
599,-144883712,F75D4000,-2211,FFFFF75D
601,-150274048,F70B0000,-2293,FFFFF70B
603,-153894912,F6D3C000,-2349,FFFFF6D3
605,-156336128,F6AE8000,-2386,FFFFF6AE
607,-158515200,F68D4000,-2419,FFFFF68D
609,-159465472,F67EC000,-2434,FFFFF67E
611,-157614080,F69B0000,-2405,FFFFF69B
613,-132808704,F8158000,-2027,FFFFF815
615,-126107648,F87BC000,-1925,FFFFF87B
617,-117735424,F8FB8000,-1797,FFFFF8FB
619,-108101632,F98E8000,-1650,FFFFF98E
621,-98664448,FA1E8000,-1506,FFFFFA1E
623,-90652672,FA98C000,-1384,FFFFFA98
625,-84377600,FAF88000,-1288,FFFFFAF8
627,-79282176,FB464000,-1210,FFFFFB46
629,-74727424,FB8BC000,-1141,FFFFFB8B
631,-74940416,FB888000,-1144,FFFFFB88
633,-80740352,FB300000,-1232,FFFFFB30
635,-86949888,FAD14000,-1327,FFFFFAD1
637,-93274112,FA70C000,-1424,FFFFFA70
639,-100319232,FA054000,-1531,FFFFFA05
641,-108544000,F987C000,-1657,FFFFF987
643,-118079488,F8F64000,-1802,FFFFF8F6
645,-128073728,F85DC000,-1955,FFFFF85D
647,-137330688,F7D08000,-2096,FFFFF7D0
649,-144719872,F75FC000,-2209,FFFFF75F
651,-159252480,F6820000,-2430,FFFFF682
653,-158941184,F686C000,-2426,FFFFF686
655,-155893760,F6B54000,-2379,FFFFF6B5
657,-150503424,F7078000,-2297,FFFFF707
659,-144343040,F7658000,-2203,FFFFF765
661,-138543104,F7BE0000,-2114,FFFFF7BE
663,-133038080,F8120000,-2030,FFFFF812
665,-126582784,F8748000,-1932,FFFFF874
667,-118259712,F8F38000,-1805,FFFFF8F3
669,-81723392,FB210000,-1247,FFFFFB21
671,-76857344,FB6B4000,-1173,FFFFFB6B
673,-72712192,FBAA8000,-1110,FFFFFBAA
675,-69713920,FBD84000,-1064,FFFFFBD8
677,-68796416,FBE64000,-1050,FFFFFBE6
679,-70402048,FBCDC000,-1075,FFFFFBCD
681,-74563584,FB8E4000,-1138,FFFFFB8E
683,-80330752,FB364000,-1226,FFFFFB36
685,-86556672,FAD74000,-1321,FFFFFAD7
687,-92930048,FA760000,-1418,FFFFFA76
689,-133038080,F8120000,-2030,FFFFF812
691,-141557760,F7900000,-2160,FFFFF790
693,-147816448,F7308000,-2256,FFFFF730
695,-152076288,F6EF8000,-2321,FFFFF6EF
697,-155172864,F6C04000,-2368,FFFFF6C0
699,-157696000,F699C000,-2407,FFFFF699
701,-159350784,F6808000,-2432,FFFFF680
703,-158941184,F686C000,-2426,FFFFF686
705,-155910144,F6B50000,-2379,FFFFF6B5
707,-130121728,F83E8000,-1986,FFFFF83E
709,-122765312,F8AEC000,-1874,FFFFF8AE
711,-113836032,F9370000,-1737,FFFFF937
713,-104185856,F9CA4000,-1590,FFFFF9CA
715,-95125504,FA548000,-1452,FFFFFA54
717,-87785472,FAC48000,-1340,FFFFFAC4
719,-82067456,FB1BC000,-1253,FFFFFB1B
721,-77283328,FB64C000,-1180,FFFFFB64
723,-73072640,FBA50000,-1115,FFFFFBA5
725,-77299712,FB648000,-1180,FFFFFB64
727,-83378176,FB07C000,-1273,FFFFFB07
729,-89604096,FAA8C000,-1368,FFFFFAA8
731,-96141312,FA450000,-1467,FFFFFA45
733,-103677952,F9D20000,-1582,FFFFF9D2
735,-112754688,F9478000,-1721,FFFFF947
737,-122716160,F8AF8000,-1873,FFFFF8AF
739,-132497408,F81A4000,-2022,FFFFF81A
741,-141049856,F797C000,-2153,FFFFF797
743,-147406848,F736C000,-2250,FFFFF736
745,-159514624,F67E0000,-2434,FFFFF67E
747,-157630464,F69AC000,-2406,FFFFF69A
749,-153288704,F6DD0000,-2339,FFFFF6DD
751,-147570688,F7344000,-2252,FFFFF734
753,-141557760,F7900000,-2160,FFFFF790
755,-136003584,F7E4C000,-2076,FFFFF7E4
757,-129990656,F8408000,-1984,FFFFF840
759,-122486784,F8B30000,-1869,FFFFF8B3
761,-113639424,F93A0000,-1734,FFFFF93A
763,-79626240,FB410000,-1215,FFFFFB41
765,-75022336,FB874000,-1145,FFFFFB87
767,-71221248,FBC14000,-1087,FFFFFBC1
769,-68976640,FBE38000,-1053,FFFFFBE3
771,-69419008,FBDCC000,-1060,FFFFFBDC
773,-72499200,FBADC000,-1107,FFFFFBAD
775,-77512704,FB614000,-1183,FFFFFB61
777,-83705856,FB02C000,-1278,FFFFFB02
779,-89899008,FAA44000,-1372,FFFFFAA4
781,-128090112,F85D8000,-1955,FFFFF85D
783,-137379840,F7CFC000,-2097,FFFFF7CF
785,-144932864,F75C8000,-2212,FFFFF75C
787,-150208512,F70C0000,-2292,FFFFF70C
789,-153911296,F6D38000,-2349,FFFFF6D3
791,-156565504,F6AB0000,-2389,FFFFF6AB
793,-158646272,F68B4000,-2421,FFFFF68B
795,-159547392,F67D8000,-2435,FFFFF67D
797,-157843456,F6978000,-2409,FFFFF697
799,-153665536,F6D74000,-2345,FFFFF6D7
801,-126615552,F8740000,-1932,FFFFF874
803,-118374400,F8F1C000,-1807,FFFFF8F1
805,-108773376,F9844000,-1660,FFFFF984
807,-99254272,FA158000,-1515,FFFFFA15
809,-91127808,FA918000,-1391,FFFFFA91
811,-84639744,FAF48000,-1292,FFFFFAF4
813,-79527936,FB428000,-1214,FFFFFB42
815,-75038720,FB870000,-1145,FFFFFB87
817,-71319552,FBBFC000,-1089,FFFFFBBF
819,-80461824,FB344000,-1228,FFFFFB34
821,-86704128,FAD50000,-1323,FFFFFAD5
823,-92962816,FA758000,-1419,FFFFFA75
825,-99745792,FA0E0000,-1522,FFFFFA0E
827,-107872256,F9920000,-1646,FFFFF992
829,-117374976,F9010000,-1791,FFFFF901
831,-127467520,F8670000,-1945,FFFFF867
833,-136724480,F7D9C000,-2087,FFFFF7D9
835,-144359424,F7654000,-2203,FFFFF765
837,-149897216,F710C000,-2288,FFFFF710
839,-158515200,F68D4000,-2419,FFFFF68D
841,-155615232,F6B98000,-2375,FFFFF6B9
843,-150536192,F7070000,-2297,FFFFF707
845,-144539648,F7628000,-2206,FFFFF762
847,-138788864,F7BA4000,-2118,FFFFF7BA
849,-133234688,F80F0000,-2033,FFFFF80F
851,-126566400,F874C000,-1932,FFFFF874
853,-118358016,F8F20000,-1806,FFFFF8F2
855,-109035520,F9804000,-1664,FFFFF980
857,-77496320,FB618000,-1183,FFFFFB61
859,-73367552,FBA08000,-1120,FFFFFBA0
861,-70336512,FBCEC000,-1074,FFFFFBCE
863,-69189632,FBE04000,-1056,FFFFFBE0
865,-70713344,FBC90000,-1079,FFFFFBC9
867,-74694656,FB8C4000,-1140,FFFFFB8C
869,-80330752,FB364000,-1226,FFFFFB36
871,-86638592,FAD60000,-1322,FFFFFAD6
873,-92979200,FA754000,-1419,FFFFFA75
875,-131514368,F8294000,-2007,FFFFF829
877,-140214272,F7A48000,-2140,FFFFF7A4
879,-146718720,F7414000,-2239,FFFFF741
881,-151027712,F6FF8000,-2305,FFFFF6FF
883,-154189824,F6CF4000,-2353,FFFFF6CF
885,-156712960,F6A8C000,-2392,FFFFF6A8
887,-158515200,F68D4000,-2419,FFFFF68D
889,-158466048,F68E0000,-2418,FFFFF68E
891,-155648000,F6B90000,-2375,FFFFF6B9
893,-150503424,F7078000,-2297,FFFFF707
895,-123256832,F8A74000,-1881,FFFFF8A7
897,-114245632,F930C000,-1744,FFFFF930
899,-104480768,F9C5C000,-1595,FFFFF9C5
901,-95354880,FA510000,-1455,FFFFFA51
903,-88080384,FAC00000,-1344,FFFFFAC0
905,-82493440,FB154000,-1259,FFFFFB15
907,-77594624,FB600000,-1184,FFFFFB60
909,-73400320,FBA00000,-1120,FFFFFBA0
911,-70205440,FBD0C000,-1072,FFFFFBD0
913,-82984960,FB0DC000,-1267,FFFFFB0D
915,-89260032,FAAE0000,-1362,FFFFFAAE
917,-95682560,FA4C0000,-1460,FFFFFA4C
919,-103038976,F9DBC000,-1573,FFFFF9DB
921,-111853568,F9554000,-1707,FFFFF955
923,-121716736,F8BEC000,-1858,FFFFF8BE
925,-131399680,F82B0000,-2005,FFFFF82B
927,-140148736,F7A58000,-2139,FFFFF7A5
