509,1019,-140230656,F7A44000
510,1021,-140296192,F7A34000
511,1023,-139509760,F7AF4000
512,1025,-138182656,F7C38000
513,1027,-136675328,F7DA8000
514,1029,-134709248,F7F88000
515,1031,-131514368,F8294000
516,1033,-127598592,F8650000
517,1035,-123518976,F8A34000
518,1037,-119554048,F8DFC000
519,1039,-116015104,F915C000
520,1041,-112443392,F94C4000
521,1043,-108478464,F988C000
522,1045,-104185856,F9CA4000
523,1047,-99975168,FA0A8000
524,1049,-96452608,FA404000
525,1051,-93683712,FA6A8000
526,1053,-91488256,FA8C0000
527,1055,-90046464,FAA20000
528,1057,-89522176,FAAA0000
529,1059,-90537984,FA9A8000
530,1061,-93208576,FA71C000
531,1063,-96190464,FA444000
532,1065,-99205120,FA164000
533,1067,-103088128,F9DB0000
534,1069,-104022016,F9CCC000
535,1071,-109117440,F97F0000
536,1073,-113917952,F935C000
537,1075,-117456896,F8FFC000
538,1077,-119717888,F8DD4000
539,1079,-121913344,F8BBC000
540,1081,-124895232,F88E4000
541,1083,-128499712,F8574000
542,1085,-131448832,F82A4000
543,1087,-132890624,F8144000
544,1089,-134201344,F8004000
545,1091,-136757248,F7D94000
546,1093,-139345920,F7B1C000
547,1095,-140525568,F79FC000
548,1097,-140345344,F7A28000
549,1099,-139362304,F7B18000
550,1101,-138133504,F7C44000
551,1103,-136511488,F7DD0000
552,1105,-133922816,F8048000
553,1107,-130596864,F8374000
554,1109,-126926848,F86F4000
555,1111,-122896384,F8ACC000
556,1113,-118964224,F8E8C000
557,1115,-115261440,F9214000
558,1117,-111460352,F95B4000
559,1119,-110542848,F9694000
560,1121,-106201088,F9AB8000
561,1123,-102121472,F9E9C000
562,1125,-98254848,FA24C000
563,1127,-95125504,FA548000
564,1129,-92667904,FA7A0000
565,1131,-90734592,FA978000
566,1133,-89538560,FAA9C000
567,1135,-89341952,FAACC000
568,1137,-91144192,FA914000
569,1139,-94388224,FA5FC000
570,1141,-97468416,FA30C000
571,1143,-100745216,F9FEC000
572,1145,-104857600,F9C00000
573,1147,-109477888,F9798000
574,1149,-113967104,F9350000
575,1151,-117555200,F8FE4000
576,1153,-119980032,F8D94000
577,1155,-122208256,F8B74000
578,1157,-125386752,F886C000
579,1159,-128729088,F853C000
580,1161,-131072000,F8300000
581,1163,-132546560,F8198000
582,1165,-134430720,F7FCC000
583,1167,-137281536,F7D14000
584,1169,-139640832,F7AD4000
585,1171,-140673024,F79D8000
586,1173,-140689408,F79D4000
587,1175,-140361728,F7A24000
588,1177,-139395072,F7B10000
589,1179,-137740288,F7CA4000
590,1181,-135544832,F7EBC000
591,1183,-132497408,F81A4000
592,1185,-128827392,F8524000
593,1187,-124813312,F88F8000
594,1189,-120619008,F8CF8000
595,1191,-116867072,F908C000
596,1193,-113491968,F93C4000
597,1195,-109543424,F9788000
598,1197,-105136128,F9BBC000
599,1199,-101023744,F9FA8000
600,1201,-97304576,FA334000
601,1203,-94257152,FA61C000
602,1205,-91865088,FA864000
603,1207,-89997312,FAA2C000
604,1209,-88965120,FAB28000
605,1211,-89374720,FAAC4000
606,1213,-91537408,FA8B4000
607,1215,-94470144,FA5E8000
608,1217,-97353728,FA328000
609,1219,-100859904,F9FD0000
610,1221,-102055936,F9EAC000
611,1223,-106577920,F9A5C000
612,1225,-111296512,F95DC000
613,1227,-115490816,F91DC000
614,1229,-118505472,F8EFC000
615,1231,-120782848,F8CD0000
616,1233,-123551744,F8A2C000
617,1235,-126926848,F86F4000
618,1237,-129826816,F8430000
619,1239,-131629056,F8278000
620,1241,-133365760,F80D0000
621,1243,-135954432,F7E58000
622,1245,-138559488,F7BDC000
623,1247,-140034048,F7A74000
624,1249,-140263424,F7A3C000
625,1251,-139591680,F7AE0000
626,1253,-138428416,F7BFC000
627,1255,-137117696,F7D3C000
628,1257,-135004160,F7F40000
629,1259,-131727360,F8260000
630,1261,-128188416,F85C0000
631,1263,-124370944,F8964000
632,1265,-120373248,F8D34000
633,1267,-116768768,F90A4000
634,1269,-113246208,F9400000
635,1271,-112246784,F94F4000
636,1273,-108216320,F98CC000
637,1275,-104087552,F9CBC000
638,1277,-100057088,FA094000
639,1279,-96403456,FA410000
640,1281,-93667328,FA6AC000
641,1283,-91783168,FA878000
642,1285,-90554368,FA9A4000
643,1287,-89931776,FAA3C000
644,1289,-90865664,FA958000
645,1291,-93667328,FA6AC000
646,1293,-96763904,FA3B8000
647,1295,-99909632,FA0B8000
648,1297,-103907328,F9CE8000
649,1299,-108560384,F9878000
650,1301,-113278976,F93F8000
651,1303,-117260288,F902C000
652,1305,-119980032,F8D94000
653,1307,-122372096,F8B4C000
654,1309,-125370368,F8870000
655,1311,-128450560,F8580000
656,1313,-130727936,F8354000
657,1315,-132333568,F81CC000
658,1317,-134447104,F7FC8000
659,1319,-137232384,F7D20000
660,1321,-137412608,F7CF4000
661,1323,-139526144,F7AF0000
662,1325,-140476416,F7A08000
663,1327,-140197888,F7A4C000
664,1329,-138952704,F7B7C000
665,1331,-137494528,F7CE0000
666,1333,-136085504,F7E38000
667,1335,-133988352,F8038000
668,1337,-130662400,F8364000
669,1339,-126533632,F8754000
670,1341,-122159104,F8B80000
671,1343,-118358016,F8F20000
672,1345,-115081216,F9240000
673,1347,-111443968,F95B8000
674,1349,-107282432,F99B0000
675,1351,-103055360,F9DB8000
676,1353,-99057664,FA188000
677,1355,-95764480,FA4AC000
678,1357,-93126656,FA730000
679,1359,-91258880,FA8F8000
680,1361,-90259456,FA9EC000
681,1363,-90128384,FAA0C000
682,1365,-91537408,FA8B4000
683,1367,-94306304,FA610000
684,1369,-97157120,FA358000
685,1371,-100302848,FA058000
686,1373,-100810752,F9FDC000
687,1375,-105431040,F9B74000
